DEBUG_ACCOUNT_IDX;ID_COMPTE;DEBUG_SCENARIO;DEBUG_YEAR;DEBUG_MONTH;VM;AGE;QX;LAPSE_TOT;LAPSE_PART;TX_SURVIE;FORWARD_RATE;REND_SP500;REND_TSX;REND_EAFE;REND_DEX;RETRAIT;PREST_DECES;PRIMES_GARANTIES;VM_VG_RATIO
0;1;0;-1;-1;151.3155;13.0;8.917104e-06;0.06794419;0.09173999;0.6174654;0.0026243941;0.01867958;-0.16255994;-0.04348113;0.012069383;0.0;-2.3499408e-05;0.0;0.98943067
