ID_COMPTE;CHOC_TYPE;CHOC_IDX;RESERVE_BE;CAPITAL_REQ;SCR
89;TSX_SHOCK;2;-44.446686;-46.15375;-1.7070656
89;EAFE_SHOCK;3;-44.447933;-46.041172;-1.5932388
89;DEX_SHOCK;4;-44.474953;-46.160545;-1.6855927
90;BASE;0;-71.457634;-76.28545;-4.82782
90;SP500_SHOCK;1;-71.72105;-77.04397;-5.3229218
90;TSX_SHOCK;2;-71.58101;-76.694214;-5.113205
90;EAFE_SHOCK;3;-71.48032;-76.35709;-4.87677
90;DEX_SHOCK;4;-71.61489;-76.670654;-5.0557632
91;BASE;0;-24.411829;-28.516872;-4.1050434
91;SP500_SHOCK;1;-24.489992;-29.587904;-5.097912
91;TSX_SHOCK;2;-24.424383;-28.914225;-4.4898415
91;EAFE_SHOCK;3;-24.415403;-28.609953;-4.1945496
91;DEX_SHOCK;4;-24.434368;-28.731588;-4.29722
92;BASE;0;-10.113101;-27.406088;-17.292988
92;SP500_SHOCK;1;-11.146404;-30.79516;-19.648756
92;TSX_SHOCK;2;-10.407466;-28.469856;-18.06239
92;EAFE_SHOCK;3;-10.228175;-27.826097;-17.597923
92;DEX_SHOCK;4;-10.278358;-27.962715;-17.684357
93;BASE;0;-46.600857;-47.517326;-0.9164696
93;SP500_SHOCK;1;-46.6093;-47.678894;-1.0695953
93;TSX_SHOCK;2;-46.6039;-47.55141;-0.94750977
93;EAFE_SHOCK;3;-46.604164;-47.59165;-0.987484
93;DEX_SHOCK;4;-46.623016;-47.694263;-1.0712471
94;BASE;0;-15.201383;-15.468589;-0.2672062
94;SP500_SHOCK;1;-15.197699;-15.519008;-0.3213091
94;TSX_SHOCK;2;-15.198015;-15.509469;-0.31145382
94;EAFE_SHOCK;3;-15.199826;-15.487228;-0.28740215
94;DEX_SHOCK;4;-15.1892395;-15.662374;-0.47313404
95;BASE;0;1.9518877;-16.132868;-18.084755
95;SP500_SHOCK;1;0.21505955;-21.033253;-21.248312
95;TSX_SHOCK;2;1.77406;-16.656649;-18.430708
95;EAFE_SHOCK;3;1.7081045;-16.855724;-18.56383
95;DEX_SHOCK;4;1.7534084;-16.693224;-18.446632
96;BASE;0;-45.772495;-49.63521;-3.8627129
96;SP500_SHOCK;1;-45.826492;-49.71754;-3.8910484
96;TSX_SHOCK;2;-46.026527;-49.991955;-3.9654274
96;EAFE_SHOCK;3;-45.871395;-49.783245;-3.91185
96;DEX_SHOCK;4;-45.916466;-49.86437;-3.9479027
97;BASE;0;-21.205936;-25.688934;-4.482998
97;SP500_SHOCK;1;-21.273312;-26.008526;-4.735214
97;TSX_SHOCK;2;-21.31962;-26.326265;-5.006645
97;EAFE_SHOCK;3;-21.230598;-25.810898;-4.5802994
97;DEX_SHOCK;4;-21.265053;-25.942976;-4.677923
98;BASE;0;-48.63487;-49.087627;-0.4527588
98;SP500_SHOCK;1;-48.525093;-49.309326;-0.7842331
98;TSX_SHOCK;2;-48.61052;-49.127476;-0.5169563
98;EAFE_SHOCK;3;-48.60396;-49.133224;-0.52926636
98;DEX_SHOCK;4;-48.57739;-49.373714;-0.7963257
99;BASE;0;-29.590544;-30.765247;-1.1747036
99;SP500_SHOCK;1;-29.693487;-31.182234;-1.4887466
99;TSX_SHOCK;2;-29.590544;-30.765247;-1.1747036
99;EAFE_SHOCK;3;-29.590544;-30.765247;-1.1747036
99;DEX_SHOCK;4;-29.590544;-30.765247;-1.1747036
100;BASE;0;-275.82404;-329.4542;-53.630157
100;SP500_SHOCK;1;-278.75467;-331.49237;-52.7377
100;TSX_SHOCK;2;-283.5986;-334.98892;-51.39032
100;EAFE_SHOCK;3;-278.99228;-331.6537;-52.661407
100;DEX_SHOCK;4;-275.9584;-329.56863;-53.61023
101;BASE;0;-35.04614;-37.881817;-2.835678
101;SP500_SHOCK;1;-35.236595;-38.515446;-3.2788506
101;TSX_SHOCK;2;-35.104713;-38.11953;-3.0148163
101;EAFE_SHOCK;3;-35.06437;-37.953754;-2.8893852
101;DEX_SHOCK;4;-35.086205;-38.002254;-2.91605
102;BASE;0;-56.955418;-61.123558;-4.1681404
102;SP500_SHOCK;1;-57.11331;-61.56477;-4.451458
102;TSX_SHOCK;2;-57.073925;-61.551994;-4.4780693
102;EAFE_SHOCK;3;-57.011326;-61.288574;-4.2772484
102;DEX_SHOCK;4;-57.04065;-61.3236;-4.2829514
103;BASE;0;-36.21847;-39.674488;-3.4560165
103;SP500_SHOCK;1;-36.36825;-39.850998;-3.4827461
103;TSX_SHOCK;2;-36.441513;-39.91427;-3.4727554
103;EAFE_SHOCK;3;-36.32591;-39.797592;-3.4716835
103;DEX_SHOCK;4;-36.38289;-39.88084;-3.4979515
104;BASE;0;-58.661743;-69.226425;-10.564682
104;SP500_SHOCK;1;-60.156425;-71.31633;-11.1599045
104;TSX_SHOCK;2;-58.81159;-69.43724;-10.625652
104;EAFE_SHOCK;3;-58.744564;-69.34141;-10.596844
104;DEX_SHOCK;4;-58.803043;-69.416695;-10.613651
105;BASE;0;-31.721966;-31.755795;-0.033828735
105;SP500_SHOCK;1;-31.71596;-31.793997;-0.07803726
105;TSX_SHOCK;2;-31.717506;-31.785059;-0.06755257
105;EAFE_SHOCK;3;-31.719646;-31.766863;-0.047216415
105;DEX_SHOCK;4;-31.71185;-31.830435;-0.11858559
106;BASE;0;-20.635387;-22.27194;-1.6365528
106;SP500_SHOCK;1;-20.67229;-22.889845;-2.217554
106;TSX_SHOCK;2;-20.640291;-22.356977;-1.7166862
106;EAFE_SHOCK;3;-20.636257;-22.289368;-1.6531105
106;DEX_SHOCK;4;-20.6386;-22.315552;-1.6769524
107;BASE;0;-10.853407;-12.3299055;-1.4764986
107;SP500_SHOCK;1;-10.940376;-12.577474;-1.6370974
107;TSX_SHOCK;2;-10.86697;-12.375429;-1.5084591
107;EAFE_SHOCK;3;-10.867778;-12.377981;-1.5102034
107;DEX_SHOCK;4;-10.906022;-12.477446;-1.5714235
108;BASE;0;-25.393305;-29.808125;-4.4148197
108;SP500_SHOCK;1;-25.785273;-30.517735;-4.732462
108;TSX_SHOCK;2;-25.55648;-30.111847;-4.5553665
108;EAFE_SHOCK;3;-25.450129;-29.91026;-4.4601307
108;DEX_SHOCK;4;-25.443243;-29.892729;-4.449486
109;BASE;0;-35.273895;-49.915604;-14.641708
109;SP500_SHOCK;1;-36.51811;-53.678806;-17.160698
109;TSX_SHOCK;2;-35.338478;-50.14894;-14.810463
109;EAFE_SHOCK;3;-35.385223;-50.32222;-14.936996
109;DEX_SHOCK;4;-35.35014;-50.144627;-14.794487
110;BASE;0;-63.190243;-71.47805;-8.287807
110;SP500_SHOCK;1;-63.090275;-74.12715;-11.036877
110;TSX_SHOCK;2;-63.150192;-72.16;-9.009811
110;EAFE_SHOCK;3;-63.144592;-72.09954;-8.954948
110;DEX_SHOCK;4;-63.209538;-71.759514;-8.549976
111;BASE;0;-15.05315;-15.184002;-0.13085175
111;SP500_SHOCK;1;-15.05315;-15.184002;-0.13085175
111;TSX_SHOCK;2;-15.090533;-15.208304;-0.11777115
111;EAFE_SHOCK;3;-15.05315;-15.184002;-0.13085175
111;DEX_SHOCK;4;-15.05315;-15.184002;-0.13085175
112;BASE;0;-1.616305;-1.7275498;-0.1112448
112;SP500_SHOCK;1;-1.616305;-1.7275498;-0.1112448
112;TSX_SHOCK;2;-1.648089;-1.7482082;-0.100119114
112;EAFE_SHOCK;3;-1.616305;-1.7275498;-0.1112448
112;DEX_SHOCK;4;-1.616305;-1.7275498;-0.1112448
113;BASE;0;-2.6216018;-3.0443652;-0.42276335
113;SP500_SHOCK;1;-2.6216018;-3.0443652;-0.42276335
113;TSX_SHOCK;2;-2.7423913;-3.1228797;-0.3804884
113;EAFE_SHOCK;3;-2.6216018;-3.0443652;-0.42276335
113;DEX_SHOCK;4;-2.6216018;-3.0443652;-0.42276335
114;BASE;0;-41.42482;-43.437508;-2.0126877
114;SP500_SHOCK;1;-41.42482;-43.437508;-2.0126877
114;TSX_SHOCK;2;-41.845715;-43.71134;-1.8656273
114;EAFE_SHOCK;3;-41.578827;-43.53767;-1.9588432
114;DEX_SHOCK;4;-41.42482;-43.437508;-2.0126877
115;BASE;0;-24.769829;-30.004852;-5.2350235
115;SP500_SHOCK;1;-24.769829;-30.004852;-5.2350235
115;TSX_SHOCK;2;-24.769829;-30.004852;-5.2350235
115;EAFE_SHOCK;3;-26.263926;-30.980083;-4.716158
115;DEX_SHOCK;4;-24.769829;-30.004852;-5.2350235
116;BASE;0;-7.766609;-7.7978296;-0.031220436
116;SP500_SHOCK;1;-7.766609;-7.7978296;-0.031220436
116;TSX_SHOCK;2;-7.7755303;-7.8036256;-0.028095245
116;EAFE_SHOCK;3;-7.766609;-7.7978296;-0.031220436
116;DEX_SHOCK;4;-7.766609;-7.7978296;-0.031220436
117;BASE;0;-86.14734;-85.845245;0.3020935
117;SP500_SHOCK;1;-86.092026;-85.894875;0.19715118
117;TSX_SHOCK;2;-86.10328;-85.86809;0.23519135
117;EAFE_SHOCK;3;-86.11415;-85.87032;0.24382782
117;DEX_SHOCK;4;-86.07827;-85.9518;0.12647247
118;BASE;0;-33.55092;-38.29976;-4.7488403
118;SP500_SHOCK;1;-33.741894;-38.894226;-5.1523323
118;TSX_SHOCK;2;-33.60375;-38.444992;-4.8412437
118;EAFE_SHOCK;3;-33.579575;-38.38333;-4.8037567
118;DEX_SHOCK;4;-33.75793;-38.907066;-5.1491356
119;BASE;0;-17.62383;-28.531132;-10.907301
119;SP500_SHOCK;1;-18.270779;-29.794659;-11.52388
119;TSX_SHOCK;2;-17.749598;-28.797644;-11.048046
119;EAFE_SHOCK;3;-17.775414;-28.849606;-11.074192
119;DEX_SHOCK;4;-18.287987;-29.758612;-11.470625
120;BASE;0;-28.12586;-27.987587;0.13827324
120;SP500_SHOCK;1;-28.1219;-27.991419;0.13048172
120;TSX_SHOCK;2;-28.114176;-27.998913;0.115262985
120;EAFE_SHOCK;3;-28.114897;-28.00098;0.1139164
120;DEX_SHOCK;4;-28.0998;-28.036448;0.063352585
121;BASE;0;-85.91125;-89.59203;-3.6807861
121;SP500_SHOCK;1;-86.188675;-90.083595;-3.8949203
121;TSX_SHOCK;2;-86.05028;-89.82527;-3.774994
121;EAFE_SHOCK;3;-85.961395;-89.67637;-3.7149734
121;DEX_SHOCK;4;-86.01197;-89.764694;-3.7527237
122;BASE;0;178.6757;196.87048;18.194778
122;SP500_SHOCK;1;179.39548;197.08727;17.691788
122;TSX_SHOCK;2;183.2792;199.1327;15.8535
122;EAFE_SHOCK;3;179.75282;197.22514;17.47232
122;DEX_SHOCK;4;179.25955;196.79384;17.534286
123;BASE;0;-99.01018;-89.14566;9.864517
123;SP500_SHOCK;1;-96.69653;-89.00918;7.687355
123;TSX_SHOCK;2;-97.893745;-88.95062;8.943123
123;EAFE_SHOCK;3;-98.788216;-89.116615;9.6716
123;DEX_SHOCK;4;-98.90132;-89.16021;9.741112
124;BASE;0;-21.10901;-22.123613;-1.0146027
124;SP500_SHOCK;1;-21.067184;-22.382391;-1.3152065
124;TSX_SHOCK;2;-21.070507;-22.302864;-1.232357
124;EAFE_SHOCK;3;-21.09206;-22.212872;-1.1208115
124;DEX_SHOCK;4;-21.064634;-22.605742;-1.5411072
125;BASE;0;-110.25691;-108.26675;1.9901657
125;SP500_SHOCK;1;-110.22435;-108.26294;1.9614105
125;TSX_SHOCK;2;-110.15927;-108.23976;1.9195099
125;EAFE_SHOCK;3;-110.16678;-108.254715;1.9120636
125;DEX_SHOCK;4;-110.03922;-108.32004;1.7191849
126;BASE;0;-47.743477;-53.653458;-5.909981
126;SP500_SHOCK;1;-47.946144;-54.444645;-6.498501
126;TSX_SHOCK;2;-47.81823;-54.002357;-6.184128
126;EAFE_SHOCK;3;-47.77113;-53.76942;-5.998291
126;DEX_SHOCK;4;-48.056873;-54.62047;-6.563595
127;BASE;0;6.875328;-40.10498;-46.98031
127;SP500_SHOCK;1;6.3603168;-40.767067;-47.127384
127;TSX_SHOCK;2;4.520001;-42.86838;-47.388382
127;EAFE_SHOCK;3;5.685367;-41.592514;-47.27788
127;DEX_SHOCK;4;4.0855355;-43.862095;-47.94763
128;BASE;0;-59.93749;-60.240917;-0.30342865
128;SP500_SHOCK;1;-59.935837;-60.276394;-0.3405571
128;TSX_SHOCK;2;-59.932686;-60.2533;-0.32061386
128;EAFE_SHOCK;3;-59.936474;-60.250156;-0.31368256
128;DEX_SHOCK;4;-59.965088;-60.367363;-0.4022751
129;BASE;0;-56.943855;-56.877575;0.066280365
129;SP500_SHOCK;1;-56.86532;-57.02654;-0.16122055
129;TSX_SHOCK;2;-56.855156;-56.961376;-0.106220245
129;EAFE_SHOCK;3;-56.941856;-56.8812;0.0606575
129;DEX_SHOCK;4;-56.935192;-56.914486;0.020706177
130;BASE;0;34.14125;-7.3750463;-41.516296
130;SP500_SHOCK;1;27.258038;-12.163322;-39.42136
130;TSX_SHOCK;2;33.282684;-7.9742203;-41.256905
130;EAFE_SHOCK;3;32.709347;-8.370893;-41.08024
130;DEX_SHOCK;4;32.530746;-8.532868;-41.063614
131;BASE;0;35.802074;17.947056;-17.855019
131;SP500_SHOCK;1;34.768517;17.301945;-17.466572
131;TSX_SHOCK;2;34.007595;16.793009;-17.214586
131;EAFE_SHOCK;3;35.189995;17.561352;-17.628643
131;DEX_SHOCK;4;34.797497;17.325735;-17.471762
132;BASE;0;-90.547134;-92.270615;-1.7234802
132;SP500_SHOCK;1;-90.641525;-92.61789;-1.9763641
132;TSX_SHOCK;2;-90.57492;-92.3478;-1.7728806
132;EAFE_SHOCK;3;-90.5627;-92.32109;-1.7583923
132;DEX_SHOCK;4;-90.60973;-92.42007;-1.8103333
133;BASE;0;-17.521225;-26.670744;-9.149519
133;SP500_SHOCK;1;-17.709854;-27.90875;-10.198896
133;TSX_SHOCK;2;-17.606647;-27.3102;-9.703552
133;EAFE_SHOCK;3;-17.579935;-27.092934;-9.512999
133;DEX_SHOCK;4;-17.6461;-27.403542;-9.757442
134;BASE;0;-81.4697;-89.52808;-8.05838
134;SP500_SHOCK;1;-81.92176;-89.92874;-8.006981
134;TSX_SHOCK;2;-81.78632;-89.80405;-8.017723
134;EAFE_SHOCK;3;-81.772545;-89.79622;-8.023674
134;DEX_SHOCK;4;-81.97286;-89.98073;-8.007866
135;BASE;0;-29.762081;-31.310112;-1.5480309
135;SP500_SHOCK;1;-29.88285;-31.886621;-2.0037708
135;TSX_SHOCK;2;-29.789057;-31.429007;-1.6399498
135;EAFE_SHOCK;3;-29.76727;-31.33296;-1.565691
135;DEX_SHOCK;4;-29.773575;-31.345934;-1.5723591
136;BASE;0;-121.244286;-115.498375;5.7459106
136;SP500_SHOCK;1;-120.67391;-115.164276;5.509636
136;TSX_SHOCK;2;-121.16671;-115.45344;5.713272
136;EAFE_SHOCK;3;-120.87817;-115.27586;5.6023026
136;DEX_SHOCK;4;-120.93825;-115.348526;5.5897217
137;BASE;0;-17.599194;-17.848207;-0.2490139
137;SP500_SHOCK;1;-17.606474;-17.928465;-0.32199097
137;TSX_SHOCK;2;-17.601583;-17.879868;-0.27828407
137;EAFE_SHOCK;3;-17.599548;-17.852694;-0.25314522
137;DEX_SHOCK;4;-17.601454;-17.868414;-0.26696014
138;BASE;0;703.95374;522.2658;-181.68793
138;SP500_SHOCK;1;693.0008;516.16675;-176.83405
138;TSX_SHOCK;2;694.82574;517.0032;-177.82257
138;EAFE_SHOCK;3;696.42236;517.9978;-178.42456
138;DEX_SHOCK;4;688.2065;513.7321;-174.47437
139;BASE;0;-10.69592;-14.392617;-3.6966972
139;SP500_SHOCK;1;-11.017827;-15.01459;-3.9967632
139;TSX_SHOCK;2;-10.748572;-14.501238;-3.7526655
139;EAFE_SHOCK;3;-10.745058;-14.4928875;-3.7478294
139;DEX_SHOCK;4;-10.863595;-14.707761;-3.8441658
140;BASE;0;-25.624542;-32.07931;-6.454769
140;SP500_SHOCK;1;-25.814724;-33.783848;-7.969124
140;TSX_SHOCK;2;-25.698591;-32.849842;-7.151251
140;EAFE_SHOCK;3;-25.659773;-32.42084;-6.7610683
140;DEX_SHOCK;4;-25.68693;-32.52299;-6.8360615
141;BASE;0;-34.180645;-44.659943;-10.479298
141;SP500_SHOCK;1;-35.143948;-45.531532;-10.387585
141;TSX_SHOCK;2;-34.63871;-45.056824;-10.418114
141;EAFE_SHOCK;3;-34.292652;-44.757374;-10.464722
141;DEX_SHOCK;4;-35.075214;-45.51594;-10.440727
142;BASE;0;-10.224302;-10.325802;-0.10149956
142;SP500_SHOCK;1;-10.237898;-10.354597;-0.11669922
142;TSX_SHOCK;2;-10.224302;-10.325802;-0.10149956
142;EAFE_SHOCK;3;-10.227138;-10.331133;-0.10399532
142;DEX_SHOCK;4;-10.228306;-10.333966;-0.10566044
143;BASE;0;-6.115059;-6.1824217;-0.067362785
143;SP500_SHOCK;1;-6.115059;-6.1824217;-0.067362785
143;TSX_SHOCK;2;-6.133677;-6.196501;-0.06282377
143;EAFE_SHOCK;3;-6.115059;-6.1824217;-0.067362785
143;DEX_SHOCK;4;-6.115059;-6.1824217;-0.067362785
144;BASE;0;-12.941732;-14.111825;-1.1700926
144;SP500_SHOCK;1;-12.941732;-14.111825;-1.1700926
144;TSX_SHOCK;2;-13.27505;-14.330879;-1.055829
144;EAFE_SHOCK;3;-12.941732;-14.111825;-1.1700926
144;DEX_SHOCK;4;-12.941732;-14.111825;-1.1700926
145;BASE;0;-6.994799;-7.3089;-0.31410074
145;SP500_SHOCK;1;-6.994799;-7.3089;-0.31410074
145;TSX_SHOCK;2;-7.08454;-7.367233;-0.2826929
145;EAFE_SHOCK;3;-6.994799;-7.3089;-0.31410074
145;DEX_SHOCK;4;-6.994799;-7.3089;-0.31410074
146;BASE;0;-15.162814;-15.174859;-0.012044907
146;SP500_SHOCK;1;-15.162814;-15.174859;-0.012044907
146;TSX_SHOCK;2;-15.16625;-15.177101;-0.010850906
146;EAFE_SHOCK;3;-15.162814;-15.174859;-0.012044907
146;DEX_SHOCK;4;-15.162814;-15.174859;-0.012044907
147;BASE;0;-6.8252783;-6.9626665;-0.13738823
147;SP500_SHOCK;1;-6.8252783;-6.9626665;-0.13738823
147;TSX_SHOCK;2;-6.8642564;-6.988754;-0.12449741
147;EAFE_SHOCK;3;-6.8252783;-6.9626665;-0.13738823
147;DEX_SHOCK;4;-6.8252783;-6.9626665;-0.13738823
148;BASE;0;-2.2233138;-2.226621;-0.003307104
148;SP500_SHOCK;1;-2.2233138;-2.226621;-0.003307104
148;TSX_SHOCK;2;-2.2233138;-2.226621;-0.003307104
148;EAFE_SHOCK;3;-2.2239265;-2.2291236;-0.005197048
148;DEX_SHOCK;4;-2.2233138;-2.226621;-0.003307104
149;BASE;0;17.188671;-20.285368;-37.474037
149;SP500_SHOCK;1;14.633195;-22.833359;-37.466553
149;TSX_SHOCK;2;15.334325;-22.094687;-37.429012
149;EAFE_SHOCK;3;15.54307;-21.9103;-37.45337
149;DEX_SHOCK;4;15.08535;-22.420498;-37.505848
150;BASE;0;-13.383491;-13.977825;-0.5943346
150;SP500_SHOCK;1;-13.384558;-13.990603;-0.6060457
150;TSX_SHOCK;2;-13.386173;-14.013605;-0.62743187
150;EAFE_SHOCK;3;-13.386423;-14.012539;-0.6261158
150;DEX_SHOCK;4;-13.392942;-14.067647;-0.67470455
151;BASE;0;-81.88583;-81.721085;0.16474915
151;SP500_SHOCK;1;-81.77787;-81.86057;-0.08270264
151;TSX_SHOCK;2;-81.82728;-81.77229;0.054985046
151;EAFE_SHOCK;3;-81.868004;-81.738075;0.12992859
151;DEX_SHOCK;4;-81.85548;-81.80352;0.051956177
152;BASE;0;-163.42914;-154.35585;9.073288
152;SP500_SHOCK;1;-162.64896;-154.11232;8.536636
152;TSX_SHOCK;2;-162.4149;-153.86552;8.549377
152;EAFE_SHOCK;3;-163.02394;-154.20485;8.819092
152;DEX_SHOCK;4;-162.99948;-154.32474;8.674744
153;BASE;0;-39.6745;-46.828785;-7.1542854
153;SP500_SHOCK;1;-40.249985;-47.464104;-7.214119
153;TSX_SHOCK;2;-40.14852;-47.324207;-7.175686
153;EAFE_SHOCK;3;-39.78521;-46.947575;-7.162365
153;DEX_SHOCK;4;-39.81815;-46.992603;-7.1744537
154;BASE;0;-105.620636;-109.65135;-4.030716
154;SP500_SHOCK;1;-106.06506;-110.858734;-4.7936707
154;TSX_SHOCK;2;-105.7224;-109.90831;-4.185913
154;EAFE_SHOCK;3;-105.63791;-109.703636;-4.065727
154;DEX_SHOCK;4;-105.66719;-109.74955;-4.0823593
155;BASE;0;-50.852516;-51.28226;-0.42974472
155;SP500_SHOCK;1;-50.88729;-51.40528;-0.5179901
155;TSX_SHOCK;2;-50.856556;-51.2936;-0.43704224
155;EAFE_SHOCK;3;-50.85561;-51.292908;-0.43729782
155;DEX_SHOCK;4;-50.8688;-51.323162;-0.45436096
156;BASE;0;-3.744219;-7.2525883;-3.5083692
156;SP500_SHOCK;1;-3.744219;-7.2525883;-3.5083692
156;TSX_SHOCK;2;-4.588106;-8.220033;-3.6319265
156;EAFE_SHOCK;3;-3.744219;-7.2525883;-3.5083692
156;DEX_SHOCK;4;-3.744219;-7.2525883;-3.5083692
157;BASE;0;-19.804373;-20.109043;-0.30467033
157;SP500_SHOCK;1;-19.796911;-20.178871;-0.38195992
157;TSX_SHOCK;2;-19.797977;-20.161888;-0.36391068
157;EAFE_SHOCK;3;-19.800953;-20.138048;-0.33709526
157;DEX_SHOCK;4;-19.788887;-20.29483;-0.5059433
158;BASE;0;-64.28797;-73.38078;-9.092812
158;SP500_SHOCK;1;-64.723785;-75.10528;-10.381493
158;TSX_SHOCK;2;-64.36525;-73.6629;-9.297653
158;EAFE_SHOCK;3;-64.392166;-73.80151;-9.409348
158;DEX_SHOCK;4;-64.571594;-74.24386;-9.672264
159;BASE;0;-49.971638;-55.188713;-5.2170753
159;SP500_SHOCK;1;-50.026234;-55.400993;-5.3747597
159;TSX_SHOCK;2;-50.040306;-55.48103;-5.4407234
159;EAFE_SHOCK;3;-50.11293;-55.78273;-5.6698
159;DEX_SHOCK;4;-49.971638;-55.188713;-5.2170753
160;BASE;0;-54.300343;-54.25516;0.045181274
160;SP500_SHOCK;1;-54.26175;-54.2916;-0.029850006
160;TSX_SHOCK;2;-54.25198;-54.26062;-0.008640289
160;EAFE_SHOCK;3;-54.28863;-54.26315;0.025482178
160;DEX_SHOCK;4;-54.296925;-54.27993;0.016994476
161;BASE;0;-137.23451;-122.42241;14.812103
161;SP500_SHOCK;1;-135.06548;-121.75033;13.315147
161;TSX_SHOCK;2;-136.47925;-122.170074;14.309174
161;EAFE_SHOCK;3;-136.52644;-122.19515;14.331291
161;DEX_SHOCK;4;-136.77301;-122.33502;14.437988
162;BASE;0;-38.68884;-39.008305;-0.31946564
162;SP500_SHOCK;1;-38.658234;-39.134995;-0.47676086
162;TSX_SHOCK;2;-38.66926;-39.08659;-0.4173317
162;EAFE_SHOCK;3;-38.67055;-39.086258;-0.41570663
162;DEX_SHOCK;4;-38.648094;-39.24512;-0.5970268
163;BASE;0;-22.279411;-22.900137;-0.62072563
163;SP500_SHOCK;1;-22.268517;-23.014675;-0.7461586
163;TSX_SHOCK;2;-22.274038;-22.950436;-0.6763973
163;EAFE_SHOCK;3;-22.275171;-22.94313;-0.6679592
163;DEX_SHOCK;4;-22.266443;-22.986732;-0.72028923
164;BASE;0;-37.83496;-38.8444;-1.0094376
164;SP500_SHOCK;1;-37.84832;-38.903522;-1.0552025
164;TSX_SHOCK;2;-37.84452;-38.886677;-1.0421562
164;EAFE_SHOCK;3;-37.847393;-38.90053;-1.0531387
164;DEX_SHOCK;4;-37.870487;-38.991856;-1.1213684
165;BASE;0;-55.88215;-64.191086;-8.308937
165;SP500_SHOCK;1;-56.53135;-65.36657;-8.83522
165;TSX_SHOCK;2;-56.24947;-64.8711;-8.621632
165;EAFE_SHOCK;3;-55.929523;-64.27808;-8.34856
165;DEX_SHOCK;4;-55.98125;-64.362434;-8.381184
166;BASE;0;-38.354855;-94.29739;-55.94254
166;SP500_SHOCK;1;-44.215466;-108.776;-64.56053
166;TSX_SHOCK;2;-38.526432;-94.791664;-56.265232
166;EAFE_SHOCK;3;-39.096565;-96.458954;-57.36239
166;DEX_SHOCK;4;-38.77974;-95.41621;-56.636467
167;BASE;0;-54.273575;-59.10831;-4.834736
167;SP500_SHOCK;1;-55.000805;-60.03137;-5.0305634
167;TSX_SHOCK;2;-54.591667;-59.480095;-4.8884277
167;EAFE_SHOCK;3;-54.282894;-59.12077;-4.8378754
167;DEX_SHOCK;4;-54.328724;-59.18337;-4.854645
168;BASE;0;-7.735085;-11.250128;-3.5150428
168;SP500_SHOCK;1;-7.92095;-12.26346;-4.34251
168;TSX_SHOCK;2;-7.784361;-11.498055;-3.7136946
168;EAFE_SHOCK;3;-7.767391;-11.414502;-3.647111
168;DEX_SHOCK;4;-7.7940445;-11.545274;-3.7512293
169;BASE;0;-7.828819;-8.011062;-0.18224287
169;SP500_SHOCK;1;-7.8205233;-8.064681;-0.24415779
169;TSX_SHOCK;2;-7.8203382;-8.063216;-0.24287796
169;EAFE_SHOCK;3;-7.8252773;-8.03292;-0.20764256
169;DEX_SHOCK;4;-7.8101196;-8.156203;-0.34608364
170;BASE;0;-244.70007;-185.0118;59.68828
170;SP500_SHOCK;1;-238.8102;-181.59904;57.21115
170;TSX_SHOCK;2;-240.37085;-182.42706;57.943787
170;EAFE_SHOCK;3;-242.29297;-183.5942;58.698776
170;DEX_SHOCK;4;-239.72305;-182.25389;57.469162
171;BASE;0;-41.610092;-53.41882;-11.808727
171;SP500_SHOCK;1;-43.447346;-55.1778;-11.7304535
171;TSX_SHOCK;2;-42.0549;-53.841263;-11.786362
171;EAFE_SHOCK;3;-41.719658;-53.520187;-11.8005295
171;DEX_SHOCK;4;-41.840466;-53.641457;-11.800991
172;BASE;0;-11.796597;-16.114096;-4.317499
172;SP500_SHOCK;1;-12.011495;-16.592674;-4.5811796
172;TSX_SHOCK;2;-11.871051;-16.293959;-4.422908
172;EAFE_SHOCK;3;-11.866245;-16.279531;-4.413286
172;DEX_SHOCK;4;-11.912708;-16.36606;-4.453352
173;BASE;0;-36.577244;-37.98898;-1.4117355
173;SP500_SHOCK;1;-36.6295;-38.149456;-1.5199547
173;TSX_SHOCK;2;-36.616688;-38.289894;-1.6732063
173;EAFE_SHOCK;3;-36.585552;-38.01719;-1.4316368
173;DEX_SHOCK;4;-36.582096;-38.00229;-1.4201927
174;BASE;0;-13.687731;-14.081359;-0.39362812
174;SP500_SHOCK;1;-13.637157;-14.3215;-0.6843424
174;TSX_SHOCK;2;-13.649118;-14.24578;-0.59666157
174;EAFE_SHOCK;3;-13.668258;-14.16524;-0.49698257
174;DEX_SHOCK;4;-13.636951;-14.355167;-0.71821594
175;BASE;0;-32.996777;-43.77853;-10.781754
175;SP500_SHOCK;1;-34.954674;-45.662445;-10.707771
175;TSX_SHOCK;2;-33.080963;-43.859695;-10.778732
175;EAFE_SHOCK;3;-33.165386;-43.936024;-10.7706375
175;DEX_SHOCK;4;-33.219006;-44.003117;-10.784111
176;BASE;0;-105.045235;-105.74599;-0.70075226
176;SP500_SHOCK;1;-104.930084;-106.01379;-1.0837021
176;TSX_SHOCK;2;-105.01946;-105.81148;-0.7920151
176;EAFE_SHOCK;3;-105.0155;-105.80328;-0.78778076
176;DEX_SHOCK;4;-105.06597;-105.94099;-0.87501526
177;BASE;0;-37.401516;-40.78332;-3.3818054
177;SP500_SHOCK;1;-37.492466;-41.071625;-3.5791588
177;TSX_SHOCK;2;-37.471027;-41.01722;-3.5461922
177;EAFE_SHOCK;3;-37.43397;-40.89022;-3.4562492
