CATEGORIE;VP_RESERVE_BE;VP_CAPITAL_REQ;VP_SCR;AVG_RESERVE_BE;AVG_CAPITAL_REQ;AVG_SCR;N_ACCOUNTS
TOTAL;-222.06471;-223.4897;-1.4249878;-222.06471;-223.4897;-1.4249878;1
