an_proj,scn_proj,RENDEMENT,TYPE
60.0,1.0,0.0930936248303447,b'INTERNE'
60.0,2.0,0.230041314037169,b'INTERNE'
60.0,3.0,0.32401255946959,b'INTERNE'
60.0,4.0,0.278814463059142,b'INTERNE'
60.0,5.0,0.35860490822626,b'INTERNE'
60.0,6.0,0.447970267015616,b'INTERNE'
60.0,7.0,-0.0252711639060696,b'INTERNE'
60.0,8.0,-0.299404514802707,b'INTERNE'
60.0,9.0,0.0263470044512284,b'INTERNE'
60.0,10.0,-0.183222356707395,b'INTERNE'
60.0,11.0,-0.0853384995909774,b'INTERNE'
60.0,12.0,-0.268377616418873,b'INTERNE'
60.0,13.0,0.214746441093399,b'INTERNE'
60.0,14.0,0.0697736811076441,b'INTERNE'
60.0,15.0,0.249532480257177,b'INTERNE'
60.0,16.0,0.0132516301138814,b'INTERNE'
60.0,17.0,-0.455781179247251,b'INTERNE'
60.0,18.0,-0.127106257258023,b'INTERNE'
60.0,19.0,0.333716316653756,b'INTERNE'
60.0,20.0,-0.319426998858366,b'INTERNE'
60.0,21.0,-0.0931207682220262,b'INTERNE'
60.0,22.0,-0.239633007020475,b'INTERNE'
60.0,23.0,-0.0024551421486968,b'INTERNE'
60.0,24.0,0.141368555503845,b'INTERNE'
60.0,25.0,0.0477803072915857,b'INTERNE'
60.0,26.0,0.00774799249584635,b'INTERNE'
60.0,27.0,0.0713232424811845,b'INTERNE'
60.0,28.0,-0.0971468195724706,b'INTERNE'
60.0,29.0,0.0255825913079712,b'INTERNE'
60.0,30.0,0.235237486184947,b'INTERNE'
60.0,31.0,0.110438049575033,b'INTERNE'
60.0,32.0,0.477299628951751,b'INTERNE'
60.0,33.0,0.203799432730161,b'INTERNE'
60.0,34.0,-0.122249989519879,b'INTERNE'
60.0,35.0,-0.0342839240766349,b'INTERNE'
60.0,36.0,0.088643627956011,b'INTERNE'
60.0,37.0,-0.0546216781630985,b'INTERNE'
60.0,38.0,-0.106290046658504,b'INTERNE'
60.0,39.0,0.468403463361951,b'INTERNE'
60.0,40.0,0.0113655775549961,b'INTERNE'
60.0,41.0,0.394695602383738,b'INTERNE'
60.0,42.0,0.187906591238654,b'INTERNE'
60.0,43.0,0.300590730360113,b'INTERNE'
60.0,44.0,-0.155674191799565,b'INTERNE'
60.0,45.0,-0.204312927294865,b'INTERNE'
60.0,46.0,-0.297756583243651,b'INTERNE'
60.0,47.0,0.382760141315924,b'INTERNE'
60.0,48.0,-0.36638684384173,b'INTERNE'
60.0,49.0,-0.00752639936700639,b'INTERNE'
60.0,50.0,0.236729142187062,b'INTERNE'
60.0,51.0,-0.189779154526953,b'INTERNE'
60.0,52.0,-0.00860703463670276,b'INTERNE'
60.0,53.0,-0.173899740283159,b'INTERNE'
60.0,54.0,0.0850548560626645,b'INTERNE'
60.0,55.0,-0.0350638019493049,b'INTERNE'
60.0,56.0,-0.197995196057459,b'INTERNE'
60.0,57.0,0.182126835009354,b'INTERNE'
60.0,58.0,0.0616629038403202,b'INTERNE'
60.0,59.0,0.190823351513969,b'INTERNE'
60.0,60.0,0.71118816154369,b'INTERNE'
60.0,61.0,-0.130627402717369,b'INTERNE'
60.0,62.0,-0.48559259238755,b'INTERNE'
60.0,63.0,0.338697428111492,b'INTERNE'
60.0,64.0,0.0579706341203323,b'INTERNE'
60.0,65.0,0.407612161703813,b'INTERNE'
60.0,66.0,-0.0981222946405202,b'INTERNE'
60.0,67.0,-0.203013201053638,b'INTERNE'
60.0,68.0,0.611750481129687,b'INTERNE'
60.0,69.0,-0.0322990714183916,b'INTERNE'
60.0,70.0,0.0623674008611588,b'INTERNE'
60.0,71.0,0.180167063524251,b'INTERNE'
60.0,72.0,-0.355579123231902,b'INTERNE'
60.0,73.0,-0.198773066372491,b'INTERNE'
60.0,74.0,-0.0204310885154221,b'INTERNE'
60.0,75.0,-0.368853670338609,b'INTERNE'
60.0,76.0,-0.296518030910293,b'INTERNE'
60.0,77.0,0.295068156104254,b'INTERNE'
60.0,78.0,0.158562492755103,b'INTERNE'
60.0,79.0,0.176838230095292,b'INTERNE'
60.0,80.0,-0.0558909572422193,b'INTERNE'
60.0,81.0,-0.317929987982474,b'INTERNE'
60.0,82.0,0.318806913609127,b'INTERNE'
60.0,83.0,0.121167998977882,b'INTERNE'
60.0,84.0,0.0205838628008588,b'INTERNE'
60.0,85.0,0.179240872783575,b'INTERNE'
60.0,86.0,0.233097105995205,b'INTERNE'
60.0,87.0,-0.0391162843895823,b'INTERNE'
60.0,88.0,-0.129716145001007,b'INTERNE'
60.0,89.0,0.224661545484757,b'INTERNE'
60.0,90.0,-0.16481509547988,b'INTERNE'
60.0,91.0,-0.291267054463847,b'INTERNE'
60.0,92.0,0.387128552479771,b'INTERNE'
60.0,93.0,-0.117139938749809,b'INTERNE'
60.0,94.0,-0.178156402067989,b'INTERNE'
60.0,95.0,0.35700801357696,b'INTERNE'
60.0,96.0,-0.247553659123854,b'INTERNE'
60.0,97.0,0.559955996592747,b'INTERNE'
60.0,98.0,0.210340765325251,b'INTERNE'
60.0,99.0,-0.0815475336793248,b'INTERNE'
60.0,100.0,0.403443084612587,b'INTERNE'
61.0,1.0,0.281070102812898,b'INTERNE'
61.0,2.0,0.0259391108961189,b'INTERNE'
61.0,3.0,-0.0405450823702046,b'INTERNE'
61.0,4.0,-0.053350235026318,b'INTERNE'
61.0,5.0,-0.354442116370342,b'INTERNE'
61.0,6.0,0.0415799438931912,b'INTERNE'
61.0,7.0,0.181232623451798,b'INTERNE'
61.0,8.0,-0.138218498342729,b'INTERNE'
61.0,9.0,-0.236710544278798,b'INTERNE'
61.0,10.0,-0.0363689447078566,b'INTERNE'
61.0,11.0,-0.332212963392102,b'INTERNE'
61.0,12.0,-0.214110284481927,b'INTERNE'
61.0,13.0,-0.343728426950333,b'INTERNE'
61.0,14.0,-0.118688538356741,b'INTERNE'
61.0,15.0,-0.289036370451114,b'INTERNE'
61.0,16.0,0.071751282972107,b'INTERNE'
61.0,17.0,-0.254174174480705,b'INTERNE'
61.0,18.0,0.316465571924651,b'INTERNE'
61.0,19.0,-0.133185428796482,b'INTERNE'
61.0,20.0,-0.262282070083912,b'INTERNE'
61.0,21.0,-0.0542026567549232,b'INTERNE'
61.0,22.0,0.20100886759209,b'INTERNE'
61.0,23.0,-0.159369710775133,b'INTERNE'
61.0,24.0,-0.177999439793295,b'INTERNE'
61.0,25.0,-0.140401114755018,b'INTERNE'
61.0,26.0,-0.253484277584738,b'INTERNE'
61.0,27.0,0.323779220885112,b'INTERNE'
61.0,28.0,-0.121887403397628,b'INTERNE'
61.0,29.0,-0.000753810749386186,b'INTERNE'
61.0,30.0,0.104529310049269,b'INTERNE'
61.0,31.0,0.332312078929408,b'INTERNE'
61.0,32.0,0.44512686084667,b'INTERNE'
61.0,33.0,-0.339830961466237,b'INTERNE'
61.0,34.0,0.0501032826387608,b'INTERNE'
61.0,35.0,0.0845465824990659,b'INTERNE'
61.0,36.0,0.216237316976412,b'INTERNE'
61.0,37.0,-0.0714528014406894,b'INTERNE'
61.0,38.0,0.658053930139666,b'INTERNE'
61.0,39.0,-0.0623603799774266,b'INTERNE'
61.0,40.0,-0.0932948004600344,b'INTERNE'
61.0,41.0,0.0620039524598044,b'INTERNE'
61.0,42.0,-0.195161801561884,b'INTERNE'
61.0,43.0,-0.272634297354098,b'INTERNE'
61.0,44.0,0.739084830103502,b'INTERNE'
61.0,45.0,-0.107449494562884,b'INTERNE'
61.0,46.0,-0.0117863887308436,b'INTERNE'
61.0,47.0,-0.246610302934584,b'INTERNE'
61.0,48.0,0.170819622315344,b'INTERNE'
61.0,49.0,-0.183385710604803,b'INTERNE'
61.0,50.0,-0.304499910851334,b'INTERNE'
61.0,51.0,0.77946215271008,b'INTERNE'
61.0,52.0,-0.0241404106687763,b'INTERNE'
61.0,53.0,-0.229228930063951,b'INTERNE'
61.0,54.0,0.188310181189467,b'INTERNE'
61.0,55.0,0.151311620456037,b'INTERNE'
61.0,56.0,-0.145892877434273,b'INTERNE'
61.0,57.0,0.825374303102178,b'INTERNE'
61.0,58.0,-0.355269615559069,b'INTERNE'
61.0,59.0,0.0644259255079715,b'INTERNE'
61.0,60.0,-0.244025870960856,b'INTERNE'
61.0,61.0,0.0838406169747903,b'INTERNE'
61.0,62.0,0.216141452928248,b'INTERNE'
61.0,63.0,-0.254468326702495,b'INTERNE'
61.0,64.0,-0.243092854699236,b'INTERNE'
61.0,65.0,0.297201845535678,b'INTERNE'
61.0,66.0,0.616067906630361,b'INTERNE'
61.0,67.0,0.0662171098643671,b'INTERNE'
61.0,68.0,0.0465876733487924,b'INTERNE'
61.0,69.0,-0.473449973536624,b'INTERNE'
61.0,70.0,-0.147068278044599,b'INTERNE'
61.0,71.0,0.484806358671286,b'INTERNE'
61.0,72.0,0.0906988966165119,b'INTERNE'
61.0,73.0,0.0543689197857762,b'INTERNE'
61.0,74.0,-0.226011259882708,b'INTERNE'
61.0,75.0,-0.191531675625943,b'INTERNE'
61.0,76.0,0.108750230323222,b'INTERNE'
61.0,77.0,0.000782806114489443,b'INTERNE'
61.0,78.0,0.334609129553154,b'INTERNE'
61.0,79.0,0.255541119840945,b'INTERNE'
61.0,80.0,-0.361838966661667,b'INTERNE'
61.0,81.0,-0.0215713559656965,b'INTERNE'
61.0,82.0,0.010849209018587,b'INTERNE'
61.0,83.0,-0.190867492601496,b'INTERNE'
61.0,84.0,-0.0145277697174947,b'INTERNE'
61.0,85.0,-0.0539014645765333,b'INTERNE'
61.0,86.0,0.0623656526028555,b'INTERNE'
61.0,87.0,0.281256995825176,b'INTERNE'
61.0,88.0,-0.366750931949031,b'INTERNE'
61.0,89.0,-0.025245585253046,b'INTERNE'
61.0,90.0,-0.224708494402715,b'INTERNE'
61.0,91.0,-0.030253934452207,b'INTERNE'
61.0,92.0,-0.0276305502289869,b'INTERNE'
61.0,93.0,0.338950117688636,b'INTERNE'
61.0,94.0,-0.519415509372386,b'INTERNE'
61.0,95.0,-0.0975390885305366,b'INTERNE'
61.0,96.0,-0.0964521374800199,b'INTERNE'
61.0,97.0,0.332774895879748,b'INTERNE'
61.0,98.0,0.239282478027952,b'INTERNE'
61.0,99.0,-0.174538739012423,b'INTERNE'
61.0,100.0,-0.0466970559157317,b'INTERNE'
62.0,1.0,-0.0592024362213504,b'INTERNE'
62.0,2.0,0.0502148836202578,b'INTERNE'
62.0,3.0,-0.310954848383409,b'INTERNE'
62.0,4.0,-0.0797281160866089,b'INTERNE'
62.0,5.0,0.296612073767797,b'INTERNE'
62.0,6.0,-0.437756950219218,b'INTERNE'
62.0,7.0,0.263738768331259,b'INTERNE'
62.0,8.0,0.1696879456431,b'INTERNE'
62.0,9.0,-0.0904031048053551,b'INTERNE'
62.0,10.0,-0.449728575018113,b'INTERNE'
62.0,11.0,-0.115671634084394,b'INTERNE'
62.0,12.0,0.0388055452382208,b'INTERNE'
62.0,13.0,0.0336785388225782,b'INTERNE'
62.0,14.0,-0.0110601431348402,b'INTERNE'
62.0,15.0,-0.451948749053988,b'INTERNE'
62.0,16.0,-0.188090817904449,b'INTERNE'
62.0,17.0,0.140722996929726,b'INTERNE'
62.0,18.0,-0.218032385457557,b'INTERNE'
62.0,19.0,0.0893679516132926,b'INTERNE'
62.0,20.0,0.590180244836778,b'INTERNE'
62.0,21.0,0.00729008063169556,b'INTERNE'
62.0,22.0,0.219582235726883,b'INTERNE'
62.0,23.0,0.346372356150713,b'INTERNE'
62.0,24.0,-0.147267813837438,b'INTERNE'
62.0,25.0,-0.323741213924032,b'INTERNE'
62.0,26.0,-0.264815200126953,b'INTERNE'
62.0,27.0,0.081601560589815,b'INTERNE'
62.0,28.0,-0.150826813060845,b'INTERNE'
62.0,29.0,-0.110537484960441,b'INTERNE'
62.0,30.0,-0.0421251663313263,b'INTERNE'
62.0,31.0,-0.499516955763018,b'INTERNE'
62.0,32.0,0.288512944787325,b'INTERNE'
62.0,33.0,0.217728119472944,b'INTERNE'
62.0,34.0,-0.288025850359326,b'INTERNE'
62.0,35.0,0.0274751966615279,b'INTERNE'
62.0,36.0,0.0794449338460825,b'INTERNE'
62.0,37.0,-0.242470010909646,b'INTERNE'
62.0,38.0,0.115624734468361,b'INTERNE'
62.0,39.0,0.463549494714721,b'INTERNE'
62.0,40.0,0.230371031438325,b'INTERNE'
62.0,41.0,-0.164153830325483,b'INTERNE'
62.0,42.0,0.071462964708026,b'INTERNE'
62.0,43.0,-0.177394241259426,b'INTERNE'
62.0,44.0,0.042535201647151,b'INTERNE'
62.0,45.0,0.222409845922771,b'INTERNE'
62.0,46.0,0.194299636795811,b'INTERNE'
62.0,47.0,0.0963738816321589,b'INTERNE'
62.0,48.0,0.312624393223629,b'INTERNE'
62.0,49.0,0.0655446348419433,b'INTERNE'
62.0,50.0,0.16643448214448,b'INTERNE'
62.0,51.0,0.0664936345881686,b'INTERNE'
62.0,52.0,-0.167312884480135,b'INTERNE'
62.0,53.0,0.164892969341189,b'INTERNE'
62.0,54.0,-0.108071011248156,b'INTERNE'
62.0,55.0,0.478692443716149,b'INTERNE'
62.0,56.0,-0.160133230583332,b'INTERNE'
62.0,57.0,0.165799736464715,b'INTERNE'
62.0,58.0,-0.0247162394255384,b'INTERNE'
62.0,59.0,0.100704197598822,b'INTERNE'
62.0,60.0,0.340215639657048,b'INTERNE'
62.0,61.0,-0.23422227494718,b'INTERNE'
62.0,62.0,0.0369717053897969,b'INTERNE'
62.0,63.0,0.188164616471066,b'INTERNE'
62.0,64.0,0.191417626146585,b'INTERNE'
62.0,65.0,-0.00228947884858788,b'INTERNE'
62.0,66.0,-0.355954497925662,b'INTERNE'
62.0,67.0,-0.280759292997651,b'INTERNE'
62.0,68.0,-0.0478375930459973,b'INTERNE'
62.0,69.0,0.673447451089554,b'INTERNE'
62.0,70.0,-0.0548786740297545,b'INTERNE'
62.0,71.0,-0.198853679233164,b'INTERNE'
62.0,72.0,0.034357656363448,b'INTERNE'
62.0,73.0,0.743725875058617,b'INTERNE'
62.0,74.0,-0.0996208269257065,b'INTERNE'
62.0,75.0,0.945713705328606,b'INTERNE'
62.0,76.0,0.178929598955831,b'INTERNE'
62.0,77.0,0.348281371717501,b'INTERNE'
62.0,78.0,0.0123554839373743,b'INTERNE'
62.0,79.0,-0.245781464731293,b'INTERNE'
62.0,80.0,0.223341584171858,b'INTERNE'
62.0,81.0,0.359760500152666,b'INTERNE'
62.0,82.0,-0.0280119047637942,b'INTERNE'
62.0,83.0,0.330920389854621,b'INTERNE'
62.0,84.0,-0.220205769944046,b'INTERNE'
62.0,85.0,-0.139173320581941,b'INTERNE'
62.0,86.0,-0.289583902791442,b'INTERNE'
62.0,87.0,0.130860519843229,b'INTERNE'
62.0,88.0,-0.104697473044279,b'INTERNE'
62.0,89.0,-0.181419446654809,b'INTERNE'
62.0,90.0,0.0990203915445009,b'INTERNE'
62.0,91.0,-0.104263188083609,b'INTERNE'
62.0,92.0,0.509035439965762,b'INTERNE'
62.0,93.0,-0.24793802745239,b'INTERNE'
62.0,94.0,-0.391351052255901,b'INTERNE'
62.0,95.0,-0.24938045516183,b'INTERNE'
62.0,96.0,-0.0298313344200514,b'INTERNE'
62.0,97.0,-0.211647857780382,b'INTERNE'
62.0,98.0,0.211445469017258,b'INTERNE'
62.0,99.0,-0.293749908768533,b'INTERNE'
62.0,100.0,0.084843444103754,b'INTERNE'
63.0,1.0,0.218574978263859,b'INTERNE'
63.0,2.0,0.165360643532172,b'INTERNE'
63.0,3.0,-0.126559099210029,b'INTERNE'
63.0,4.0,-0.191490789893452,b'INTERNE'
63.0,5.0,0.0422321888236099,b'INTERNE'
63.0,6.0,-0.319772465945463,b'INTERNE'
63.0,7.0,0.33889008883518,b'INTERNE'
63.0,8.0,0.332612421461384,b'INTERNE'
63.0,9.0,0.463846206208146,b'INTERNE'
63.0,10.0,0.0388248016241333,b'INTERNE'
63.0,11.0,0.0470043230480206,b'INTERNE'
63.0,12.0,-0.126024842618603,b'INTERNE'
63.0,13.0,-0.151108961942798,b'INTERNE'
63.0,14.0,0.301238695091423,b'INTERNE'
63.0,15.0,0.285047640286728,b'INTERNE'
63.0,16.0,-0.0546673768085729,b'INTERNE'
63.0,17.0,0.113768034620019,b'INTERNE'
63.0,18.0,-0.0171591906950133,b'INTERNE'
63.0,19.0,-0.231560270813738,b'INTERNE'
63.0,20.0,0.0849003127648524,b'INTERNE'
63.0,21.0,0.00572980154041813,b'INTERNE'
63.0,22.0,0.227843286257367,b'INTERNE'
63.0,23.0,-0.158529853888349,b'INTERNE'
63.0,24.0,0.132596886117052,b'INTERNE'
63.0,25.0,-0.152445098679972,b'INTERNE'
63.0,26.0,-0.290823984034587,b'INTERNE'
63.0,27.0,-0.100945482690037,b'INTERNE'
63.0,28.0,0.126407674494511,b'INTERNE'
63.0,29.0,0.178029116589634,b'INTERNE'
63.0,30.0,0.149686189335961,b'INTERNE'
63.0,31.0,0.442999904245321,b'INTERNE'
63.0,32.0,0.393570642800099,b'INTERNE'
63.0,33.0,-0.232968520152032,b'INTERNE'
63.0,34.0,0.414864641033919,b'INTERNE'
63.0,35.0,-0.228191373905216,b'INTERNE'
63.0,36.0,0.430919436603948,b'INTERNE'
63.0,37.0,-0.0748247367305162,b'INTERNE'
63.0,38.0,-0.283996606603886,b'INTERNE'
63.0,39.0,0.135179536298699,b'INTERNE'
63.0,40.0,-0.165918485692821,b'INTERNE'
63.0,41.0,-0.136184220495274,b'INTERNE'
63.0,42.0,0.0713950688519887,b'INTERNE'
63.0,43.0,0.00781268664304302,b'INTERNE'
63.0,44.0,0.742962578942426,b'INTERNE'
63.0,45.0,0.123769349097026,b'INTERNE'
63.0,46.0,-0.380240235307166,b'INTERNE'
63.0,47.0,-0.025218366912532,b'INTERNE'
63.0,48.0,0.317536804734566,b'INTERNE'
63.0,49.0,0.127902801992295,b'INTERNE'
63.0,50.0,-0.150217827546588,b'INTERNE'
63.0,51.0,0.20745076948547,b'INTERNE'
63.0,52.0,0.116455200693587,b'INTERNE'
63.0,53.0,-0.103716357704677,b'INTERNE'
63.0,54.0,0.180754997431002,b'INTERNE'
63.0,55.0,0.256579362911888,b'INTERNE'
63.0,56.0,-0.101500244685041,b'INTERNE'
63.0,57.0,0.437337899616062,b'INTERNE'
63.0,58.0,0.313204807044432,b'INTERNE'
63.0,59.0,-0.205490130024433,b'INTERNE'
63.0,60.0,0.0281071125100545,b'INTERNE'
63.0,61.0,-0.369861403297402,b'INTERNE'
63.0,62.0,-0.0626208097199233,b'INTERNE'
63.0,63.0,-0.1220806281394,b'INTERNE'
63.0,64.0,-0.0508320666927369,b'INTERNE'
63.0,65.0,0.0593110772633505,b'INTERNE'
63.0,66.0,0.424074871104276,b'INTERNE'
63.0,67.0,0.070719646463518,b'INTERNE'
63.0,68.0,0.209940801019798,b'INTERNE'
63.0,69.0,0.15702785240387,b'INTERNE'
63.0,70.0,-0.358310359945596,b'INTERNE'
63.0,71.0,-0.142471698532081,b'INTERNE'
63.0,72.0,-0.323259113243931,b'INTERNE'
63.0,73.0,0.00278981113405297,b'INTERNE'
63.0,74.0,-0.221731716376532,b'INTERNE'
63.0,75.0,-0.423757522172626,b'INTERNE'
63.0,76.0,-0.181195208377648,b'INTERNE'
63.0,77.0,-0.112571053394801,b'INTERNE'
63.0,78.0,-0.242772523392753,b'INTERNE'
63.0,79.0,-0.129052124987946,b'INTERNE'
63.0,80.0,-0.219949514024904,b'INTERNE'
63.0,81.0,0.0632556841689786,b'INTERNE'
63.0,82.0,-0.187759134394359,b'INTERNE'
63.0,83.0,-0.243459847830511,b'INTERNE'
63.0,84.0,0.865335759338568,b'INTERNE'
63.0,85.0,0.330273002693206,b'INTERNE'
63.0,86.0,-0.194879296609708,b'INTERNE'
63.0,87.0,0.580479274352841,b'INTERNE'
63.0,88.0,0.260320640128576,b'INTERNE'
63.0,89.0,-0.199139708815243,b'INTERNE'
63.0,90.0,-0.415829841968794,b'INTERNE'
63.0,91.0,-0.220986334417952,b'INTERNE'
63.0,92.0,0.554056733677558,b'INTERNE'
63.0,93.0,-0.179678551366708,b'INTERNE'
63.0,94.0,-0.161654648023043,b'INTERNE'
63.0,95.0,-0.438928003671065,b'INTERNE'
63.0,96.0,-0.216022773134388,b'INTERNE'
63.0,97.0,0.310508223211265,b'INTERNE'
63.0,98.0,1.02981149341218,b'INTERNE'
63.0,99.0,-0.121841870603945,b'INTERNE'
63.0,100.0,0.0103098342368595,b'INTERNE'
64.0,1.0,0.0615931214743273,b'INTERNE'
64.0,2.0,-0.281933209998098,b'INTERNE'
64.0,3.0,-0.0457173782678402,b'INTERNE'
64.0,4.0,0.277642455904804,b'INTERNE'
64.0,5.0,0.0995691383659723,b'INTERNE'
64.0,6.0,-0.227003253961331,b'INTERNE'
64.0,7.0,0.267030763170867,b'INTERNE'
64.0,8.0,0.22841041239072,b'INTERNE'
64.0,9.0,-0.0582693985861154,b'INTERNE'
64.0,10.0,-0.014043965742622,b'INTERNE'
64.0,11.0,0.23798867686684,b'INTERNE'
64.0,12.0,-0.0339033272516627,b'INTERNE'
64.0,13.0,0.459267892501131,b'INTERNE'
64.0,14.0,-0.0605078201112734,b'INTERNE'
64.0,15.0,0.0224944046142301,b'INTERNE'
64.0,16.0,0.288433425445406,b'INTERNE'
64.0,17.0,0.226656288991428,b'INTERNE'
64.0,18.0,-0.0149650006283922,b'INTERNE'
64.0,19.0,-0.291027337435856,b'INTERNE'
64.0,20.0,-0.244201722127676,b'INTERNE'
64.0,21.0,-0.0409916800731748,b'INTERNE'
64.0,22.0,-0.188604132192764,b'INTERNE'
64.0,23.0,0.104026529345614,b'INTERNE'
64.0,24.0,0.104788470049408,b'INTERNE'
64.0,25.0,-0.199219821014,b'INTERNE'
64.0,26.0,-0.0499209345765655,b'INTERNE'
64.0,27.0,0.206903800322235,b'INTERNE'
64.0,28.0,-0.358783506154533,b'INTERNE'
64.0,29.0,0.172402149575559,b'INTERNE'
64.0,30.0,-0.124407569234358,b'INTERNE'
64.0,31.0,0.186806861718773,b'INTERNE'
64.0,32.0,-0.0780901255372524,b'INTERNE'
64.0,33.0,0.185105782495696,b'INTERNE'
64.0,34.0,0.231747516144936,b'INTERNE'
64.0,35.0,-0.193032372733914,b'INTERNE'
64.0,36.0,-0.323439134045511,b'INTERNE'
64.0,37.0,0.107956036168043,b'INTERNE'
64.0,38.0,-0.470406388482166,b'INTERNE'
64.0,39.0,-0.408186096902251,b'INTERNE'
64.0,40.0,0.0919195262285879,b'INTERNE'
64.0,41.0,0.00585570289720483,b'INTERNE'
64.0,42.0,0.0179631568603362,b'INTERNE'
64.0,43.0,0.252720773865848,b'INTERNE'
64.0,44.0,-0.0210011142893072,b'INTERNE'
64.0,45.0,-0.185826571624453,b'INTERNE'
64.0,46.0,0.0314636216681035,b'INTERNE'
64.0,47.0,0.12418342131801,b'INTERNE'
64.0,48.0,0.260859104778581,b'INTERNE'
64.0,49.0,0.0941551555956712,b'INTERNE'
64.0,50.0,-0.0064938882723401,b'INTERNE'
64.0,51.0,-0.176760740357952,b'INTERNE'
64.0,52.0,0.238108290524563,b'INTERNE'
64.0,53.0,-0.258980980972245,b'INTERNE'
64.0,54.0,0.183824438939362,b'INTERNE'
64.0,55.0,0.233584738419341,b'INTERNE'
64.0,56.0,-0.258983734604039,b'INTERNE'
64.0,57.0,-0.0504338443376132,b'INTERNE'
64.0,58.0,0.0113361592635097,b'INTERNE'
64.0,59.0,-0.255384937476198,b'INTERNE'
64.0,60.0,0.0872245022354943,b'INTERNE'
64.0,61.0,0.397091678381861,b'INTERNE'
64.0,62.0,0.359897602357053,b'INTERNE'
64.0,63.0,0.0169205181476073,b'INTERNE'
64.0,64.0,0.743471001857886,b'INTERNE'
64.0,65.0,-0.372872916696447,b'INTERNE'
64.0,66.0,-0.0789477006342097,b'INTERNE'
64.0,67.0,-0.0903795770912736,b'INTERNE'
64.0,68.0,0.224275563503659,b'INTERNE'
64.0,69.0,0.100002702773093,b'INTERNE'
64.0,70.0,-0.297678087615957,b'INTERNE'
64.0,71.0,0.129508182667905,b'INTERNE'
64.0,72.0,-0.212670828557902,b'INTERNE'
64.0,73.0,-0.171721397073566,b'INTERNE'
64.0,74.0,-0.542959123121777,b'INTERNE'
64.0,75.0,-0.13979254778823,b'INTERNE'
64.0,76.0,-0.167503655599154,b'INTERNE'
64.0,77.0,0.18166186630169,b'INTERNE'
64.0,78.0,0.380475505552791,b'INTERNE'
64.0,79.0,-0.222294357762596,b'INTERNE'
64.0,80.0,0.0554766893964713,b'INTERNE'
64.0,81.0,-0.151886695433283,b'INTERNE'
64.0,82.0,-0.0332922540411995,b'INTERNE'
64.0,83.0,0.38579942240697,b'INTERNE'
64.0,84.0,-0.0985365829429979,b'INTERNE'
64.0,85.0,0.00380590767660127,b'INTERNE'
64.0,86.0,0.132152862579802,b'INTERNE'
64.0,87.0,-0.241001836373907,b'INTERNE'
64.0,88.0,-0.124328077822786,b'INTERNE'
64.0,89.0,-0.120646095159927,b'INTERNE'
64.0,90.0,0.0980630844797512,b'INTERNE'
64.0,91.0,0.0291822045903967,b'INTERNE'
64.0,92.0,-0.190197111861252,b'INTERNE'
64.0,93.0,-0.00572879930214776,b'INTERNE'
64.0,94.0,-0.188653537267948,b'INTERNE'
64.0,95.0,-0.0924012510410233,b'INTERNE'
64.0,96.0,-0.122989215395144,b'INTERNE'
64.0,97.0,0.0153855977661235,b'INTERNE'
64.0,98.0,-0.0399088721971919,b'INTERNE'
64.0,99.0,-0.337750717801146,b'INTERNE'
64.0,100.0,-0.486424890989756,b'INTERNE'
65.0,1.0,-0.0547831940113067,b'INTERNE'
65.0,2.0,0.0788830997457197,b'INTERNE'
65.0,3.0,0.175641109503383,b'INTERNE'
65.0,4.0,0.269429840431322,b'INTERNE'
65.0,5.0,0.233389916291821,b'INTERNE'
65.0,6.0,0.103106254425415,b'INTERNE'
65.0,7.0,-0.192564371020215,b'INTERNE'
65.0,8.0,-0.319785420649951,b'INTERNE'
65.0,9.0,0.0219346455711169,b'INTERNE'
65.0,10.0,0.160949206565726,b'INTERNE'
65.0,11.0,0.000387929686328281,b'INTERNE'
65.0,12.0,0.491937267636319,b'INTERNE'
65.0,13.0,-0.0243892500061992,b'INTERNE'
65.0,14.0,0.446025386166441,b'INTERNE'
65.0,15.0,0.628014446288008,b'INTERNE'
65.0,16.0,-0.323865398180878,b'INTERNE'
65.0,17.0,0.139941018089387,b'INTERNE'
65.0,18.0,-0.0363053612134974,b'INTERNE'
65.0,19.0,0.0237894531566636,b'INTERNE'
65.0,20.0,0.081310941663912,b'INTERNE'
65.0,21.0,0.225828768688347,b'INTERNE'
65.0,22.0,-0.144013375388019,b'INTERNE'
65.0,23.0,-0.193448323167872,b'INTERNE'
65.0,24.0,-0.0496784089144493,b'INTERNE'
65.0,25.0,-0.27027761647052,b'INTERNE'
65.0,26.0,-0.185795078537022,b'INTERNE'
65.0,27.0,0.0979806837794315,b'INTERNE'
65.0,28.0,0.312142510799957,b'INTERNE'
65.0,29.0,0.321351201940203,b'INTERNE'
65.0,30.0,-0.280280127666975,b'INTERNE'
65.0,31.0,0.178373521423066,b'INTERNE'
65.0,32.0,0.120635000841532,b'INTERNE'
65.0,33.0,0.109951131089533,b'INTERNE'
65.0,34.0,0.101358349809828,b'INTERNE'
65.0,35.0,-0.324147055288511,b'INTERNE'
65.0,36.0,0.0369167529010881,b'INTERNE'
65.0,37.0,0.205134462736801,b'INTERNE'
65.0,38.0,0.394602763762929,b'INTERNE'
65.0,39.0,0.105486925667576,b'INTERNE'
65.0,40.0,-0.211266028521549,b'INTERNE'
65.0,41.0,0.156120747383163,b'INTERNE'
65.0,42.0,-0.0846061630873287,b'INTERNE'
