an_proj,scn_proj,RENDEMENT,TYPE
3.0,3.0,0.0920924146706619,b'INTERNE'
3.0,4.0,-0.0405578385303464,b'INTERNE'
3.0,5.0,-0.248796131152562,b'INTERNE'
3.0,6.0,0.0829397197238333,b'INTERNE'
3.0,7.0,-0.0523521226835728,b'INTERNE'
3.0,8.0,0.337614659832894,b'INTERNE'
3.0,9.0,-0.418141845879365,b'INTERNE'
3.0,10.0,0.233566477221133,b'INTERNE'
3.0,11.0,-0.0445636267383914,b'INTERNE'
3.0,12.0,0.404543729006907,b'INTERNE'
3.0,13.0,0.39445416571877,b'INTERNE'
3.0,14.0,-0.0885625321149487,b'INTERNE'
3.0,15.0,-0.14776450465435,b'INTERNE'
3.0,16.0,-0.0726183202872183,b'INTERNE'
3.0,17.0,-0.0435503444724231,b'INTERNE'
3.0,18.0,0.675387715735343,b'INTERNE'
3.0,19.0,0.0452828194983474,b'INTERNE'
3.0,20.0,-0.138236388820189,b'INTERNE'
3.0,21.0,-0.00484521498858859,b'INTERNE'
3.0,22.0,0.346211431299657,b'INTERNE'
3.0,23.0,-0.161670313533778,b'INTERNE'
3.0,24.0,0.463148421476895,b'INTERNE'
3.0,25.0,0.339518711375723,b'INTERNE'
3.0,26.0,-0.228922216645864,b'INTERNE'
3.0,27.0,-0.239602264671644,b'INTERNE'
3.0,28.0,0.359149107633489,b'INTERNE'
3.0,29.0,0.238017064915162,b'INTERNE'
3.0,30.0,0.389312748015887,b'INTERNE'
3.0,31.0,0.0179802139407172,b'INTERNE'
3.0,32.0,0.142228648649924,b'INTERNE'
3.0,33.0,-0.08487842444891,b'INTERNE'
3.0,34.0,0.27655586610375,b'INTERNE'
3.0,35.0,-0.0600951958844186,b'INTERNE'
3.0,36.0,0.0269091079320645,b'INTERNE'
3.0,37.0,0.0619229910443255,b'INTERNE'
3.0,38.0,-0.148140958637672,b'INTERNE'
3.0,39.0,0.199675487054361,b'INTERNE'
3.0,40.0,-0.346832556341112,b'INTERNE'
3.0,41.0,0.425141986748977,b'INTERNE'
3.0,42.0,0.292700978519285,b'INTERNE'
3.0,43.0,0.209951668620933,b'INTERNE'
3.0,44.0,0.0478854381995852,b'INTERNE'
3.0,45.0,0.0146490987596257,b'INTERNE'
3.0,46.0,-0.0160793697372348,b'INTERNE'
3.0,47.0,0.753375987156021,b'INTERNE'
3.0,48.0,0.208967408320645,b'INTERNE'
3.0,49.0,-0.0952583368626879,b'INTERNE'
3.0,50.0,0.27032092619755,b'INTERNE'
3.0,51.0,-0.0218373739276347,b'INTERNE'
3.0,52.0,0.182817471091414,b'INTERNE'
3.0,53.0,-0.318066995742622,b'INTERNE'
3.0,54.0,-0.273973592838275,b'INTERNE'
3.0,55.0,-0.290510139780124,b'INTERNE'
3.0,56.0,-0.21160411932071,b'INTERNE'
3.0,57.0,-0.17717085520293,b'INTERNE'
3.0,58.0,0.100268641785074,b'INTERNE'
3.0,59.0,0.0647117497030438,b'INTERNE'
3.0,60.0,-0.264389753681123,b'INTERNE'
3.0,61.0,-0.15567575660618,b'INTERNE'
3.0,62.0,-0.140507971181531,b'INTERNE'
3.0,63.0,-0.0318676638528522,b'INTERNE'
3.0,64.0,0.12143278817015,b'INTERNE'
3.0,65.0,0.187311698400991,b'INTERNE'
3.0,66.0,0.0701977293707545,b'INTERNE'
3.0,67.0,-0.106961065025658,b'INTERNE'
3.0,68.0,0.441161413522332,b'INTERNE'
3.0,69.0,-0.054153784920162,b'INTERNE'
3.0,70.0,-0.223429293044657,b'INTERNE'
3.0,71.0,0.0984070776285135,b'INTERNE'
3.0,72.0,0.309510830090371,b'INTERNE'
3.0,73.0,-0.0899288792866708,b'INTERNE'
3.0,74.0,-0.0295491074659976,b'INTERNE'
3.0,75.0,0.177874558499315,b'INTERNE'
3.0,76.0,0.70509547137546,b'INTERNE'
3.0,77.0,0.0379915337990542,b'INTERNE'
3.0,78.0,-0.263653038690661,b'INTERNE'
3.0,79.0,-0.196313648503261,b'INTERNE'
3.0,80.0,-0.0625325366346612,b'INTERNE'
3.0,81.0,-0.187809947523958,b'INTERNE'
3.0,82.0,-0.14966639098987,b'INTERNE'
3.0,83.0,-0.413862611393463,b'INTERNE'
3.0,84.0,-0.153405995677429,b'INTERNE'
3.0,85.0,-0.01852441216265,b'INTERNE'
3.0,86.0,-0.220784257075808,b'INTERNE'
3.0,87.0,0.483057153072387,b'INTERNE'
3.0,88.0,0.477520310710156,b'INTERNE'
3.0,89.0,-0.232531501369911,b'INTERNE'
3.0,90.0,0.0400547053481004,b'INTERNE'
3.0,91.0,-0.0664458037983899,b'INTERNE'
3.0,92.0,0.0425517558896629,b'INTERNE'
3.0,93.0,-0.213440163558933,b'INTERNE'
3.0,94.0,-0.0526752855406034,b'INTERNE'
3.0,95.0,-0.143536094526003,b'INTERNE'
3.0,96.0,-0.0838341546554136,b'INTERNE'
3.0,97.0,-0.0812498545276988,b'INTERNE'
3.0,98.0,-0.151463648557951,b'INTERNE'
3.0,99.0,-0.00631075890410804,b'INTERNE'
3.0,100.0,-0.16399133181215,b'INTERNE'
4.0,1.0,0.135367601384497,b'INTERNE'
4.0,2.0,-0.156221997928815,b'INTERNE'
4.0,3.0,-0.174517497239224,b'INTERNE'
4.0,4.0,0.290981272989602,b'INTERNE'
4.0,5.0,-0.0503405668746093,b'INTERNE'
4.0,6.0,0.330517134644347,b'INTERNE'
4.0,7.0,0.189251098345804,b'INTERNE'
4.0,8.0,-0.137625906072801,b'INTERNE'
4.0,9.0,0.0371063681903367,b'INTERNE'
4.0,10.0,0.124268859381439,b'INTERNE'
4.0,11.0,0.801033079696601,b'INTERNE'
4.0,12.0,-0.33460706426943,b'INTERNE'
4.0,13.0,0.17040349608769,b'INTERNE'
4.0,14.0,-0.0989926094694729,b'INTERNE'
4.0,15.0,0.272403217872505,b'INTERNE'
4.0,16.0,-0.0685154655407821,b'INTERNE'
4.0,17.0,-0.0738845669568945,b'INTERNE'
4.0,18.0,0.0314034090087201,b'INTERNE'
4.0,19.0,0.0422027393388735,b'INTERNE'
4.0,20.0,-0.146679241431721,b'INTERNE'
4.0,21.0,0.558326627924614,b'INTERNE'
4.0,22.0,0.247029632964348,b'INTERNE'
4.0,23.0,-0.32074424618137,b'INTERNE'
4.0,24.0,-0.0454840482789026,b'INTERNE'
4.0,25.0,0.0123465511800118,b'INTERNE'
4.0,26.0,-0.309436132973433,b'INTERNE'
4.0,27.0,0.295894968854191,b'INTERNE'
4.0,28.0,0.527737035386539,b'INTERNE'
4.0,29.0,0.0113343490584832,b'INTERNE'
4.0,30.0,-0.245076220163283,b'INTERNE'
4.0,31.0,0.505490565297797,b'INTERNE'
4.0,32.0,-0.138076115114556,b'INTERNE'
4.0,33.0,0.0317135700811004,b'INTERNE'
4.0,34.0,-0.0452765548743853,b'INTERNE'
4.0,35.0,0.161886250442615,b'INTERNE'
4.0,36.0,0.652880730452574,b'INTERNE'
4.0,37.0,-0.278427707518416,b'INTERNE'
4.0,38.0,-0.168234426910085,b'INTERNE'
4.0,39.0,0.495713673244925,b'INTERNE'
4.0,40.0,-0.113489126125283,b'INTERNE'
4.0,41.0,0.319894107342716,b'INTERNE'
4.0,42.0,-0.344876295963792,b'INTERNE'
4.0,43.0,0.12858193564197,b'INTERNE'
4.0,44.0,-0.0974041495941771,b'INTERNE'
4.0,45.0,-0.309999140707538,b'INTERNE'
4.0,46.0,-0.265502726661262,b'INTERNE'
4.0,47.0,0.107203286955572,b'INTERNE'
4.0,48.0,-0.0843219337250024,b'INTERNE'
4.0,49.0,0.321541957547669,b'INTERNE'
4.0,50.0,-0.328594581614717,b'INTERNE'
4.0,51.0,0.0859146885869115,b'INTERNE'
4.0,52.0,-0.00298299409286973,b'INTERNE'
4.0,53.0,0.742191589446842,b'INTERNE'
4.0,54.0,0.130600618759422,b'INTERNE'
4.0,55.0,-0.0499663128293074,b'INTERNE'
4.0,56.0,0.103659606773562,b'INTERNE'
4.0,57.0,-0.131142469270982,b'INTERNE'
4.0,58.0,-0.217810307628504,b'INTERNE'
4.0,59.0,0.645066987459352,b'INTERNE'
4.0,60.0,0.0582861158792047,b'INTERNE'
4.0,61.0,-0.388335480604633,b'INTERNE'
4.0,62.0,0.174822830326572,b'INTERNE'
4.0,63.0,0.617824701087418,b'INTERNE'
4.0,64.0,0.220038267346534,b'INTERNE'
4.0,65.0,-0.176486319980182,b'INTERNE'
4.0,66.0,0.646903170239285,b'INTERNE'
4.0,67.0,-0.253246980193951,b'INTERNE'
4.0,68.0,1.12204704710482,b'INTERNE'
4.0,69.0,0.386168100816459,b'INTERNE'
4.0,70.0,-0.144053005446915,b'INTERNE'
4.0,71.0,0.0822791408094292,b'INTERNE'
4.0,72.0,-0.316675148391216,b'INTERNE'
4.0,73.0,0.234950403816885,b'INTERNE'
4.0,74.0,0.315417848475226,b'INTERNE'
4.0,75.0,-0.151482842765227,b'INTERNE'
4.0,76.0,-0.0110791804668507,b'INTERNE'
4.0,77.0,0.0428758681713828,b'INTERNE'
4.0,78.0,-0.126091023778283,b'INTERNE'
4.0,79.0,0.0578090503166229,b'INTERNE'
4.0,80.0,-0.0658732771755164,b'INTERNE'
4.0,81.0,0.0822026688633621,b'INTERNE'
4.0,82.0,-0.237149993668108,b'INTERNE'
4.0,83.0,-0.0456104304229696,b'INTERNE'
4.0,84.0,0.306059217107244,b'INTERNE'
4.0,85.0,-0.452144779065158,b'INTERNE'
4.0,86.0,-0.0390774444289488,b'INTERNE'
4.0,87.0,0.102755456783243,b'INTERNE'
4.0,88.0,-0.357306492612296,b'INTERNE'
4.0,89.0,0.119450338927057,b'INTERNE'
4.0,90.0,0.1849416922573,b'INTERNE'
4.0,91.0,-0.167462591537969,b'INTERNE'
4.0,92.0,-0.140617858762919,b'INTERNE'
4.0,93.0,0.193926970233741,b'INTERNE'
4.0,94.0,0.386878467759716,b'INTERNE'
4.0,95.0,-0.51842412931689,b'INTERNE'
4.0,96.0,0.465753314931848,b'INTERNE'
4.0,97.0,-0.00111359082921791,b'INTERNE'
4.0,98.0,0.00942799810694628,b'INTERNE'
4.0,99.0,0.0450234882551281,b'INTERNE'
4.0,100.0,-0.189626297208494,b'INTERNE'
5.0,1.0,0.195332173578393,b'INTERNE'
5.0,2.0,0.14932084727293,b'INTERNE'
5.0,3.0,-0.124573661721085,b'INTERNE'
5.0,4.0,-0.395032284525289,b'INTERNE'
5.0,5.0,0.0499881060348997,b'INTERNE'
5.0,6.0,-0.228905290629298,b'INTERNE'
5.0,7.0,-0.193259850465792,b'INTERNE'
5.0,8.0,0.380210659166375,b'INTERNE'
5.0,9.0,-0.257156062749913,b'INTERNE'
5.0,10.0,0.303753449235762,b'INTERNE'
5.0,11.0,0.080540719074172,b'INTERNE'
5.0,12.0,0.0603081075496588,b'INTERNE'
5.0,13.0,0.469337067217473,b'INTERNE'
5.0,14.0,0.0384581303302622,b'INTERNE'
5.0,15.0,-0.0721293446519851,b'INTERNE'
5.0,16.0,0.42181968620251,b'INTERNE'
5.0,17.0,0.150168443019515,b'INTERNE'
5.0,18.0,0.106893958781563,b'INTERNE'
5.0,19.0,0.184667687928912,b'INTERNE'
5.0,20.0,0.189410358169504,b'INTERNE'
5.0,21.0,0.354990836953519,b'INTERNE'
5.0,22.0,-0.246974194611893,b'INTERNE'
5.0,23.0,-0.152765646724907,b'INTERNE'
5.0,24.0,-0.132658480723184,b'INTERNE'
5.0,25.0,0.312598300664811,b'INTERNE'
5.0,26.0,0.334105342518232,b'INTERNE'
5.0,27.0,0.230659202011898,b'INTERNE'
5.0,28.0,0.499198180907968,b'INTERNE'
5.0,29.0,-0.238407620461352,b'INTERNE'
5.0,30.0,0.0561338756609313,b'INTERNE'
5.0,31.0,-0.144562631033337,b'INTERNE'
5.0,32.0,-0.357711645880038,b'INTERNE'
5.0,33.0,0.116884886810875,b'INTERNE'
5.0,34.0,0.0954582332396183,b'INTERNE'
5.0,35.0,0.143297576043953,b'INTERNE'
5.0,36.0,-0.126507717862853,b'INTERNE'
5.0,37.0,0.125404160723563,b'INTERNE'
5.0,38.0,-0.176888609993581,b'INTERNE'
5.0,39.0,0.210459801109935,b'INTERNE'
5.0,40.0,-0.212202237575329,b'INTERNE'
5.0,41.0,0.547018400488179,b'INTERNE'
5.0,42.0,-0.0963999397599276,b'INTERNE'
5.0,43.0,0.216429346418625,b'INTERNE'
5.0,44.0,-0.201974163921203,b'INTERNE'
5.0,45.0,0.0262593580299553,b'INTERNE'
5.0,46.0,-0.224005781760605,b'INTERNE'
5.0,47.0,0.521276045894823,b'INTERNE'
5.0,48.0,0.200809612628505,b'INTERNE'
5.0,49.0,0.291678387220567,b'INTERNE'
5.0,50.0,0.171060027255153,b'INTERNE'
5.0,51.0,-0.0523001963309022,b'INTERNE'
5.0,52.0,0.25891549150709,b'INTERNE'
5.0,53.0,0.205050688366683,b'INTERNE'
5.0,54.0,-0.0224713745904798,b'INTERNE'
5.0,55.0,-0.00758721497322568,b'INTERNE'
5.0,56.0,-0.446948966228886,b'INTERNE'
5.0,57.0,0.190040727879423,b'INTERNE'
5.0,58.0,-0.0882441800386623,b'INTERNE'
5.0,59.0,-0.150957910623979,b'INTERNE'
5.0,60.0,-0.172298131126913,b'INTERNE'
5.0,61.0,0.0949525711722305,b'INTERNE'
5.0,62.0,-0.0694384779857938,b'INTERNE'
5.0,63.0,-0.106667120736538,b'INTERNE'
5.0,64.0,-0.0478622050578044,b'INTERNE'
5.0,65.0,0.296675095010987,b'INTERNE'
5.0,66.0,0.877771753696397,b'INTERNE'
5.0,67.0,-0.0293298158522191,b'INTERNE'
5.0,68.0,-0.0135570694564797,b'INTERNE'
5.0,69.0,0.117433383235899,b'INTERNE'
5.0,70.0,-0.116881828767605,b'INTERNE'
5.0,71.0,0.150595441047878,b'INTERNE'
5.0,72.0,0.635120492108994,b'INTERNE'
5.0,73.0,-0.0655850553989615,b'INTERNE'
5.0,74.0,-0.257173035183964,b'INTERNE'
5.0,75.0,0.123461243459789,b'INTERNE'
5.0,76.0,-0.0816819141958135,b'INTERNE'
5.0,77.0,0.0323040873028213,b'INTERNE'
5.0,78.0,-0.141698854051912,b'INTERNE'
5.0,79.0,-0.309209270630769,b'INTERNE'
5.0,80.0,0.309679935294312,b'INTERNE'
5.0,81.0,0.0310974431032049,b'INTERNE'
5.0,82.0,-0.305445841109532,b'INTERNE'
5.0,83.0,-0.143468381403666,b'INTERNE'
5.0,84.0,-0.0517749244332064,b'INTERNE'
5.0,85.0,-0.180247610469882,b'INTERNE'
5.0,86.0,0.482321261247431,b'INTERNE'
5.0,87.0,-0.231868921062017,b'INTERNE'
5.0,88.0,-0.169878087752418,b'INTERNE'
5.0,89.0,-0.0814562224451538,b'INTERNE'
5.0,90.0,0.0152551323263164,b'INTERNE'
5.0,91.0,0.0487125617228181,b'INTERNE'
5.0,92.0,-0.0556966759656762,b'INTERNE'
5.0,93.0,-0.0946176041411263,b'INTERNE'
5.0,94.0,0.178412371015895,b'INTERNE'
5.0,95.0,-0.0801071901377408,b'INTERNE'
5.0,96.0,0.344490941697498,b'INTERNE'
5.0,97.0,-0.157933560909627,b'INTERNE'
5.0,98.0,-0.311022466663666,b'INTERNE'
5.0,99.0,-0.337193390138669,b'INTERNE'
5.0,100.0,0.407513700894469,b'INTERNE'
6.0,1.0,0.689798488897515,b'INTERNE'
6.0,2.0,0.230432478748124,b'INTERNE'
6.0,3.0,-0.292005089624421,b'INTERNE'
6.0,4.0,-0.0538512288913147,b'INTERNE'
6.0,5.0,-0.045370758180369,b'INTERNE'
6.0,6.0,-0.216078899378225,b'INTERNE'
6.0,7.0,0.191239988821907,b'INTERNE'
6.0,8.0,0.289394308606919,b'INTERNE'
6.0,9.0,0.228571571701142,b'INTERNE'
6.0,10.0,-0.0639056910458931,b'INTERNE'
6.0,11.0,-0.0574741377490485,b'INTERNE'
6.0,12.0,0.213572851227882,b'INTERNE'
6.0,13.0,0.0889538655977413,b'INTERNE'
6.0,14.0,-0.289575839833328,b'INTERNE'
6.0,15.0,0.648831323042389,b'INTERNE'
6.0,16.0,0.453724816220613,b'INTERNE'
6.0,17.0,-0.4455555485407,b'INTERNE'
6.0,18.0,0.267438545320826,b'INTERNE'
6.0,19.0,-0.115229797660027,b'INTERNE'
6.0,20.0,0.310053416787885,b'INTERNE'
6.0,21.0,-0.274822310267275,b'INTERNE'
6.0,22.0,0.0558303506776696,b'INTERNE'
6.0,23.0,-0.155037500785495,b'INTERNE'
6.0,24.0,0.242960371990615,b'INTERNE'
6.0,25.0,0.0011631619753778,b'INTERNE'
6.0,26.0,-0.018459344260776,b'INTERNE'
6.0,27.0,0.174248522079703,b'INTERNE'
6.0,28.0,-0.282443265980396,b'INTERNE'
6.0,29.0,-0.358014408234811,b'INTERNE'
6.0,30.0,-0.0764244312288176,b'INTERNE'
6.0,31.0,0.64177095147462,b'INTERNE'
6.0,32.0,0.00308891823027913,b'INTERNE'
6.0,33.0,0.429509053305958,b'INTERNE'
6.0,34.0,0.0323468053942579,b'INTERNE'
6.0,35.0,0.221648263098123,b'INTERNE'
6.0,36.0,-0.208197765499628,b'INTERNE'
6.0,37.0,0.0835039332524152,b'INTERNE'
6.0,38.0,-0.0125192505028857,b'INTERNE'
6.0,39.0,-0.138170535810242,b'INTERNE'
