Qx,MIN_FERR,TX_LAPSE_TOT_MIN,TX_LAPSE_TOT_MAX,FACT_DIM,TX_LAPSE_PART_MIN,TX_LAPSE_PART_MAX,FORWARD_RATE,rendDEX_an,rendMM_an,rendTSX_an,rendSP500_an,rendEAFE_an,AJUST_FORWARD_RATE_VM_0,FRAIS,PC_COMMISSION_VENTE_RF,PC_COMMISSION_VENTE_AC,PC_COMMISSION_MAINTIEN_RF,PC_COMMISSION_MAINTIEN_AC,PC_FRAIS_AN_AC,PC_FRAIS_AN_RF,PC_DEPOT_ANNUEL,VAR_DEPOT_FCT,AGE_MAX_DEPOT,I_EVEN_CESSE_DEPOT,BASE_PASSIF_REDRESSE,TX_PASSIF_REDRESSE,BASE_COUSSIN_CREDIT,TX_COUSSIN_CREDIT,BASE_COUSSIN_MARCHE,TX_COUSSIN_MARCHE,BASE_COUSSIN_DEPENSE,TX_COUSSIN_DEPENSE,BASE_COUSSIN_DECHEANCE,TX_COUSSIN_DECHEANCE,BASE_COUSSIN_MORTALITE,TX_COUSSIN_MORTALITE,BASE_COUSSIN_DEPOT,TX_COUSSIN_DEPOT,FACTEUR_AGE_80,FACTEUR_AGE_90,MT_SP500_PROJ,MT_TSX_PROJ,MT_EAFE_PROJ,MT_DEX_PROJ,MT_MM_PROJ,MT_VM_PROJ,MT_GAR_ECH_PROJ,MT_GAR_DECES_PROJ,MT_BONI_DECES_PROJ,ANNEE_ECH_PROJ,MOIS_ECH_PROJ,TX_SURVIE,MT_SRG_PROJ,MT_BCB_PROJ,MT_MRV_MRG_MRA_PROJ,TAUX_MRV_MRG_MRA_PROJ,MT_MIN_FERR_PROJ,TX_ACTUALISATION,MT_VM,MT_DEX,MT_SP500,MT_TSX,MT_EAFE,MT_MM,AJUSTEMENT_MENSUEL_GAR,MT_RF,PC_REVENU_FDS,PC_RFG,PC_FRAIS_GARANTIE,PC_HONORAIRES_GEST,MT_GAR_ECH,MT_GAR_DECES,MT_BCB,MT_SRG,MT_MRV_MRG_MRA,M_MT_MRV_EXCEDENT,TAUX_MRV_MRG_MRA,MT_BONI_DECES,ID_PRODUIT,I_PRODUIT_REGR,I_PRODUIT_HEDGE,PC_GAR_ECH,PC_GAR_ECH_DEP_FUT,MAX_RESET_FACUL_ECH,RATIO_VM_VG_RESET_ECH,AGE_FIN_CONTRAT,PC_RENOUV_ECH,AGE_MAX_RENOUV_ECH,NB_AN_ECH,AGE_ECH_MIN,PC_GAR_DECES_1,PC_GAR_DECES_2,AGE_CHANG_DECES,FREQ_RESET_DECES,MAX_RESET_DECES,I_RESET_DECES_ECH,PC_BONI_DECES,MAX_BONI_DECES,AGE_MRV_PERMIS,PC_BONI_SRG,FREQ_RESET_SRG,MAX_RESET_SRG,I_FRAIS_SUR_SRG,TABLE_TAUX_MRV_MRG_MRA,MT_TPA_RETRAIT,MT_TPA_DEPOT,AJUSTEMENT_COMMISSION,MOIS_EVALUATION_INI,ANNEE_NAIS,MOIS_NAIS,ANNEE_COTIS,MOIS_COTIS,ANNEE_ECH,MOIS_ECH,I_REGIME,I_REGIME_2,AGE_DECAISSEMENT,I_SEXE,ID_LAPSE,ID_ACQUI,ID_DEPOT,VAR_RETRAIT_FCT,PC_RETRAIT_AGE,MT_RETRAIT_MAX,I_RESET_FACUL_ECH,ID_COMPTE,scn_eval,an_eval,mois_eval,scn_eval_int,an_eval_int,mois_eval_ext,TX_SURVIE_DEB,TX_ACTUALISATION_DEB,VALEUR_MARCHANDE,rc,AJUST_NOUV_AFFAIRES,MT_VM_AV_RETRAIT_FRAIS,duree_max10,VM_VG_RATIO,LAPSE_NIV_PART,LAPSE_NIV_TOT,LAPSE_TOT,LAPSE_PART,LAPSE,annee_reelle,AGE_RETRAIT,AGE,age_MORTALITE,RETRAIT,DEPOT_FUTUR,MT_VM_AV_RETRAIT,PRIMES_GARANTIES,VP_PRIMES_GARANTIES,MT_SRG_AV_RETRAIT,PREST_MRV,VP_PREST_MRV,MT_VM_AP_RETRAIT,MT_VM_AP_RETRAIT_DEPOT,PREST_DECES,VP_PREST_DECES,PREST_ECH,VP_PREST_ECH,PC_COMMISSION_MAINTIEN,PC_COMMISSION_VENTE,PC_FRAIS_AN,COMM_VENTE,VP_COMM_VENTE,FRAIS_ACQUIS,VP_FRAIS_ACQUIS,FRAIS_FIXES,VP_FRAIS_FIXES,HON_GEST,VP_HON_GEST,COMM_MAINTIEN,VP_COMM_MAINTIEN,PRIMES_VARIABLES,VP_PRIMES_VARIABLES,VP_FLUX_TOT,UNITE_COUVERTURE,VALEUR_GARANTIE,DEPOT_FUTUR_SURVIE,VP_VALEUR_MARCHANDE,REM_COMP_INV,CODE_CAT_PRODUIT,CAT_COUSSIN_1,CAT_COUSSIN_2,COUSSIN_DEPENSE,COUSSIN_DECHEANCE,COUSSIN_MORTALITE,PASSIF_REDRESSE,COUSSIN_CREDIT,COUSSIN_MARCHE,COUSSIN_DEPOT,VP_COUSSIN_DEPENSE,VP_COUSSIN_DECHEANCE,VP_COUSSIN_MORTALITE,VP_COUSSIN_DEPOT,VP_PASSIF_REDRESSE,VP_COUSSIN_CREDIT,VP_COUSSIN_MARCHE
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.359076352,34.192583994,12.423395943,20.279235956,0.0,132.25429225,93.851279451,125.13503927,0.0,2071.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,0,12,,,,1.0,1.0,132.25429225,,,,,,,,,,,2024.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.166876119095832e-06,0.0125,0.0927235015,0.074585494,0.7,0.0987253516,0.0963293271,0.0024899025,0.018194079399108887,0.002858822699636221,-0.07422418892383575,0.061072904616594315,0.035694677382707596,0.0006040451,55.383916775,0.0,0.0,0.004331,0.004331,0.0,0.0,0.087,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,66.99409484863281,35.04794692993164,12.734179496765137,20.786540985107422,0.0,135.56277465820312,94.53170013427734,126.04226684570312,0.0,2071.0,5.0,0.9824411869049072,0.0,0.0,0.0,0.0,1.653178653125,0.9975131947360911,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,1,7,,,,1.0,1.0,133.1824493408203,0.0,1.0,134.65554809570312,1.0,1.071935349610535,3.0,3.0,0.09271775186061859,0.09872458875179291,0.017552731255014442,2025.0,11.0,10.0,11.0,0.0,0.9072290062904358,134.65554809570312,0.0,0.0,0.0,0.0,0.0,134.65554809570312,134.65554809570312,0.0,0.0,0.0,0.0,0.004331,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.615326404571533,-4.603848986573987,-0.0058545940555632114,-0.005840034820247787,-0.0486416332423687,-0.04852067097277645,0.09261272102594376,0.09238241122379151,-4.56582728114322,133.18245323532756,123.82911424007762,0.8912991417345353,11.070937543728272,2.364391601229727,1.0,1.0,1.0,-0.4334019422531128,-2.6004114151000977,-0.38387027382850647,-0.4953165054321289,-0.09906329214572906,-6.4638800621032715,0.0,-0.036027013001810784,-0.21616205819205817,-0.03190963860090763,0.0,-0.04117372914492661,-0.008234745085780077,-0.5373171375949631
6.166876119095832e-06,0.0125,0.0927235015,0.074585494,0.7,0.0987253516,0.0963293271,0.0024899025,0.003520270809531212,0.002413066104054451,0.08211159706115723,0.04165428876876831,0.040592703968286514,0.0006016402,55.383916775,0.0,0.0,0.004331,0.004331,0.0,0.0,0.087,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,70.58158111572266,36.924739837646484,13.416085243225098,21.89964485168457,0.0,142.8220672607422,95.21212005615234,126.94950103759766,0.0,2071.0,5.0,0.9651908278465271,0.0,0.0,0.0,0.0,1.653178653125,0.9950325736726029,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,1,8,,,,0.9824411869049072,0.9975131947360911,137.8505401611328,0.0,1.0,141.91482543945312,1.0,1.1214573132346024,3.0,3.0,0.09271713346242905,0.09872450679540634,0.017552660340553472,2025.0,11.0,10.0,11.0,0.0,0.9072290062904358,141.91482543945312,0.0,0.0,0.0,0.0,0.0,141.91482543945312,141.91482543945312,0.0,0.0,0.0,0.0,0.004331,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.5342864990234375,-4.511762764892227,-0.006061874330043793,-0.006031762415903361,-0.050363775342702866,-0.05011359699911841,0.09589164704084396,0.0954153123487558,-4.472492811958492,137.85054933414813,122.53049400118243,0.8756491156278479,11.430481479890874,2.4480816945379056,1.0,1.0,1.0,-0.4288567304611206,-2.5731401443481445,-0.3798445165157318,-0.4901219606399536,-0.0980243906378746,-6.396091461181641,0.0,-0.03556053468729555,-0.21336318835425228,-0.03149647223867284,0.0,-0.04064060965908627,-0.008128121808257747,-0.5303599456720772
6.166876119095832e-06,0.0125,0.0901382635,0.0809410643,0.7,0.0987253516,0.0963293271,0.0024899025,0.014616264030337334,0.0020849958527833223,0.0302443727850914,-0.04701516777276993,-0.028168795630335808,0.0005992353,55.383916775,0.0,0.0,0.0043809999999999995,0.0043809999999999995,0.0,0.0,0.113,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,70.04967498779297,36.6464729309082,13.314981460571289,21.734607696533203,0.0,141.74574279785156,96.09588623046875,128.1278533935547,0.0,2071.0,5.0,0.9484952688217163,0.0,0.0,0.0,0.0,1.653178653125,0.992558121430633,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,1,9,,,,0.9651908278465271,0.9950325736726029,134.44517517089844,0.0,1.0,140.56739807128906,2.0,1.1016852830664141,3.0,3.0,0.0901348888874054,0.09872446954250336,0.017291573234748503,2025.0,11.0,10.0,11.0,0.0,1.1783549785614014,140.56739807128906,0.0,0.0,0.0,0.0,0.0,140.56739807128906,140.56739807128906,0.0,0.0,0.0,0.0,0.0043809999999999995,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.454670429229736,-4.421519312828859,-0.0058988905511796474,-0.005854991724003783,-0.0495755635201931,-0.049206628196467886,0.09331343322992325,0.09261900599093542,-4.383961926758395,134.44516641938208,121.52866274806911,1.1176641221580041,11.120387541919946,2.3468512914632824,1.0,1.0,1.0,-0.4253503382205963,-2.5521018505096436,-0.37673887610435486,-0.4861146807670593,-0.09722293168306351,-6.343796253204346,0.0,-0.035182077721176624,-0.21109245153679115,-0.03116126926133554,0.0,-0.04020808952850036,-0.008041617535943358,-0.5247155409849328
6.166876119095832e-06,0.0125,0.0901382635,0.0809410643,0.7,0.0987253516,0.0963293271,0.0024899025,0.0025659173261374235,0.0021116305142641068,-0.006331201177090406,0.04819974675774574,0.013231099583208561,0.0005968304,55.383916775,0.0,0.0,0.0043809999999999995,0.0043809999999999995,0.0,0.0,0.113,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,72.29307556152344,37.82010269165039,13.741403579711914,22.430675506591797,0.0,146.28526306152344,96.97965240478516,129.30621337890625,0.0,2071.0,5.0,0.9320885539054871,0.0,0.0,0.0,0.0,1.653178653125,0.9900898226695238,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,1,10,,,,0.9484952688217163,0.992558121430633,136.35081481933594,0.0,1.0,145.10690307617188,2.0,1.1267523753241009,3.0,3.0,0.09013485908508301,0.09872446209192276,0.017291569473713464,2025.0,11.0,10.0,11.0,0.0,1.1783549785614014,145.10690307617188,0.0,0.0,0.0,0.0,0.0,145.10690307617188,145.10690307617188,0.0,0.0,0.0,0.0,0.0043809999999999995,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.377614974975586,-4.3342320342890295,-0.005984058603644371,-0.0059247555217262935,-0.050291333347558975,-0.049792937315898574,0.0946606919169426,0.09372258767382012,-4.296227139452834,136.35081930469914,120.52484143933907,1.0983311879546278,11.249962838776783,2.380727591147666,1.0,1.0,1.0,-0.4218369424343109,-2.5310215950012207,-0.3736270070075989,-0.48209938406944275,-0.09641987085342407,-6.291396617889404,0.0,-0.03480470529418676,-0.20882822684729116,-0.030827024759391544,0.0,-0.03977680780686677,-0.00795536106959042,-0.5190873134791468
6.166876119095832e-06,0.0125,0.0901382635,0.0809410643,0.7,0.0987253516,0.0963293271,0.0024899025,0.018235987052321434,0.005132955498993397,-0.07945246994495392,-0.007219431921839714,0.0527411587536335,0.0005944254,55.383916775,0.0,0.0,0.0043809999999999995,0.0043809999999999995,0.0,0.0,0.113,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,71.71371459960938,37.51701354980469,13.631280899047852,22.250917434692383,0.0,145.11294555664062,97.86341857910156,130.48455810546875,0.0,2071.0,5.0,0.9159656167030334,0.0,0.0,0.0,0.0,1.653178653125,0.9876276620867667,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,1,11,,,,0.9320885539054871,0.9900898226695238,132.91847229003906,0.0,1.0,143.93458557128906,2.0,1.1075928651047613,3.0,3.0,0.09013483673334122,0.09872445464134216,0.0172915664648855,2025.0,11.0,10.0,11.0,0.0,1.1783549785614014,143.93458557128906,0.0,0.0,0.0,0.0,0.0,143.93458557128906,143.93458557128906,0.0,0.0,0.0,0.0,0.0043809999999999995,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.3018927574157715,-4.248668286554532,-0.0058330390602350235,-0.005760870729920707,-0.0490221343934536,-0.048415615981509855,0.09227175265550613,0.09113013535180593,-4.211714637914157,132.91846866838205,119.51936873529849,1.0793326446330838,10.939496669662995,2.3206482844270804,1.0,1.0,1.0,-0.4183178246021271,-2.509906768798828,-0.370510071516037,-0.4780775308609009,-0.09561549872159958,-6.2389116287231445,0.0,-0.034428521260085075,-0.20657111284371144,-0.03049383297591536,0.0,-0.039346882841697135,-0.007869375955139467,-0.5134768088201483
6.166876119095832e-06,0.012658228,0.0901382635,0.0809410643,0.7,0.0903088584,0.0988671594,0.0024899025,0.01350165531039238,0.002004314912483096,0.12232216447591782,0.02188551425933838,0.05709591135382652,0.0005920203,55.383916775,0.0,0.0,0.0043809999999999995,0.0043809999999999995,0.0,0.0,0.113,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,75.98612976074219,39.75212478637695,14.443377494812012,23.576536178588867,0.0,153.7581787109375,98.74718475341797,131.6629180908203,0.0,2071.0,5.0,0.900895893573761,0.0,0.0,0.0,0.0,1.653178653125,0.9851716244179073,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,1,12,,,,0.9159656167030334,0.9876276620867667,138.52011108398438,0.0,1.0,152.57981872558594,2.0,1.1633419715990696,3.0,3.0,0.09013466536998749,0.09031221270561218,0.016446263919698056,2025.0,12.0,11.0,11.0,0.0,1.1783549785614014,152.57981872558594,0.0,0.0,0.0,0.0,0.0,152.57981872558594,152.57981872558594,0.0,0.0,0.0,0.0,0.0043809999999999995,0.0,0.0,-0.0,-0.0,0.0,0.0,-4.227480411529541,-4.164793744221441,-0.006076435092836618,-0.005986331431079829,-0.05106768757104874,-0.05031043671963626,0.09612198173999786,0.09469664889306212,-4.1263938634790955,138.52011180406407,118.61458224395847,1.0615751613581637,11.372173570929823,2.299335623309154,1.0,1.0,1.0,-0.41515102982521057,-2.490906238555908,-0.36770519614219666,-0.47445833683013916,-0.09489165991544724,-6.191681385040283,0.0,-0.03408291786930582,-0.20449751210923528,-0.030187727115859427,0.0,-0.038951907534463905,-0.00779038089521773,-0.5083224006648545
1.0417264093121048e-05,0.012658228,0.0901382635,0.0809410643,0.7,0.0903088584,0.0988671594,0.0024504489,0.021798769012093544,0.0015771094476804137,0.04179598018527031,0.04451242461800575,0.0569467768073082,0.0006143994,127.97834138,0.0,0.0,0.0043809999999999995,0.0043809999999999995,0.0,0.0,0.113,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,79.7368392944336,41.71430587768555,15.1563081741333,24.740283966064453,0.0,161.34774780273438,99.6309585571289,132.84127807617188,0.0,2071.0,5.0,0.8860702514648438,0.0,0.0,0.0,0.0,1.946306082987793,0.9827604671099506,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,2,1,,,,0.900895893573761,0.9851716244179073,142.96543884277344,0.0,1.0,160.1693878173828,2.0,1.210155232907943,3.0,3.0,0.09013418853282928,0.0903126522898674,0.01644626019406692,2026.0,12.0,11.0,11.0,0.0,1.1783549785614014,160.1693878173828,0.0,0.0,0.0,0.0,0.0,160.1693878173828,160.1693878173828,0.0,0.0,0.0,0.0,0.0043809999999999995,0.0,0.0,-0.0,-0.0,0.0,0.0,-9.607930183410645,-9.442293955008438,-0.00627374229952693,-0.006165585912810541,-0.052725899964571,-0.05181693007797432,0.0992431491613388,0.09753224362725982,-9.402744227371963,142.96543946885504,117.70670466986485,1.0441052921687515,11.70839845480859,2.374614020584892,1.0,1.0,1.0,-0.4119734764099121,-2.4718408584594727,-0.36489078402519226,-0.4708268344402313,-0.0941653624176979,-6.144289970397949,0.0,-0.03373927050945962,-0.2024356230567577,-0.029883353112726167,0.0,-0.03855916664519842,-0.007711832962932881,-0.5031971067806061
1.0417264093121048e-05,0.012658228,0.0901382635,0.0809410643,0.7,0.0903088584,0.0988671594,0.0024443776,-0.017795775085687637,0.002266122028231621,-0.028079532086849213,0.01879686489701271,0.057061851024627686,0.0006158081,127.97834138,0.0,0.0,0.0043809999999999995,0.0043809999999999995,0.0,0.0,0.113,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,80.6651611328125,42.19995880126953,15.332762718200684,25.028318405151367,0.0,163.22621154785156,100.51472473144531,134.01962280273438,0.0,2071.0,5.0,0.871488630771637,0.0,0.0,0.0,0.0,1.946306082987793,0.9803611630351992,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,2,2,,,,0.8860702514648438,0.9827604671099506,142.24978637695312,0.0,1.0,162.0478515625,2.0,1.2135313904732006,3.0,3.0,0.09013395756483078,0.09031286835670471,0.016446258703814554,2026.0,12.0,11.0,11.0,0.0,1.1783549785614014,162.0478515625,0.0,0.0,0.0,0.0,0.0,162.0478515625,162.0478515625,0.0,0.0,0.0,0.0,0.0043809999999999995,0.0,0.0,-0.0,-0.0,0.0,0.0,-9.449816703796387,-9.264233294203278,-0.006242865696549416,-0.006120263074941734,-0.05246640741825104,-0.05143602819683519,0.09875471889972687,0.09681529107575039,-9.224974294399306,142.24978760787872,116.79657757288624,1.0269229668294173,11.621347167834868,2.362920305633447,1.0,1.0,1.0,-0.4087880551815033,-2.452728271484375,-0.36206942796707153,-0.4671863615512848,-0.09343726933002472,-6.0967817306518555,0.0,-0.03339666110105298,-0.2003799617368113,-0.029579900458440625,0.0,-0.03816761373038338,-0.007633522502601349,-0.49808733568613395
1.0417264093121048e-05,0.012658228,0.0901382635,0.0809410643,0.7,0.0903088584,0.0988671594,0.0024383059,0.025882447138428688,0.005147423129528761,-0.05014050751924515,0.05758577585220337,0.05580200254917145,0.0006172169,127.97834138,0.0,0.0,0.0043809999999999995,0.0043809999999999995,0.0,0.0,0.113,2.0,71.0,1.0,0.0,-0.004,0.0,-0.0008,0.0,-0.052199999999999996,0.0,-0.0034999999999999996,0.0,-0.021,0.0,-0.0031,0.0,0.0,0.8715,0.5735,83.29286193847656,43.574642181396484,15.832234382629395,25.843626022338867,0.0,168.5433807373047,101.39849090576172,135.19798278808594,0.0,2071.0,5.0,0.8571469783782959,0.0,0.0,0.0,0.0,1.946306082987793,0.9779736545481329,132.25429225,20.279235956,65.359076352,34.192583994,12.423395943,0.0,0.0,0.0,0.0082504641,0.0082504641,0.0,0.0005213697,93.851279451,125.13503927,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.75,0.75,0.0,0.0,99.0,1.0,99.0,999.0,0.0,1.0,0.0,999.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2014.0,12.0,2024.0,9.0,2071.0,5.0,0.0,0.0,999.0,0.0,27.0,15.0,13.0,1.0,0.0,0.0,0.0,1,1,2,3,,,,0.871488630771637,0.9803611630351992,144.46644592285156,0.0,1.0,167.36502075195312,2.0,1.2422832867950897,3.0,3.0,0.09013380855321884,0.09031300246715546,0.016446257213562188,2026.0,12.0,11.0,11.0,0.0,1.1783549785614014,167.36502075195312,0.0,0.0,0.0,0.0,0.0,167.36502075195312,167.36502075195312,0.0,0.0,0.0,0.0,0.0043809999999999995,0.0,0.0,-0.0,-0.0,0.0,0.0,-9.294305801391602,-9.089586211074858,-0.006341602187603712,-0.0062019198671012365,-0.05329620838165283,-0.05212228768456385,0.1003166139125824,0.09810700551998228,-9.04980341310654,144.4664495246434,115.88454242964872,1.0100234093309268,11.77369817322928,2.4002909504288246,1.0,1.0,1.0,-0.40559592843055725,-2.433575391769409,-0.35924211144447327,-0.46353819966316223,-0.09270763397216797,-6.049173355102539,0.0,-0.03305517769975625,-0.19833105162559447,-0.029277443383078264,0.0,-0.037777345595603744,-0.007555468633355979,-0.4929943477570684
