forward_rate,AJUST_FORWARD_RATE_VM_0,rendDEX_an,rendMM_an,rendTSX_an,rendSP500_an,rendEAFE_an,an_eval_int,mois_eval,scn_eval_int
0.0475379436,0,-0.025574633,0.0577970973,-0.207440212,-0.201191057,-0.074621862,86,12,201
0.0475379436,0,0.1368778506,0.0553964159,0.5476071183,0.290015597,0.1763887983,87,12,201
0.0475379436,0,-0.183078426,0.1612756969,-0.416911691,-0.232699286,-0.289557635,88,12,201
0.0475379436,0,0.0967790242,0.0358659391,0.2418316432,0.101015508,0.0398051051,89,12,201
0.0475379436,0,0.0649657048,-0.025298504,0.01362896,0.3844973799,0.3669857233,90,12,201
0.0475379436,0,0.2476076093,0.0312872559,-0.065412021,0.0921505156,0.018771797,91,12,201
0.0475379436,0,0.1598242015,0.0149734995,0.124626699,0.3500903066,0.0586061728,92,12,201
0.0475379436,0,-0.057336504,0.0690410542,-0.775181288,-0.276900932,-0.283780121,93,12,201
0.0475379436,0,0.0580638883,-0.013981783,-0.486993892,-0.044498199,-0.159044485,94,12,201
0.0475379436,0,-0.046994738,-0.264392653,-0.357375286,-0.230980681,-0.743007178,95,12,201
0.0475379436,0,0.2176632621,0.0781357789,0.2742892747,0.097353104,0.3461266891,96,12,201
0.0475379436,0,0.0458835346,0.0209350211,-0.589563271,0.0313121303,-0.207352647,97,12,201
0.0475379436,0,-0.004451136,0.0439805723,-0.239257027,-0.394507662,-0.536878436,98,12,201
0.0475379436,0,0.0856072353,0.0048607293,0.3263859782,0.1580426587,0.1666386245,99,12,201
0.0475379436,0,0.1980989975,0.0748627205,-0.313814302,0.4735746812,0.0654734408,100,12,201
0,0,0,0,0,0,0,0,12,202
0.002788338,0,0.0032705923,0.0346072743,0.020000593,0.0310728006,0.0517338848,1,12,202
0.0335171629,0,-0.055136988,0.1961094702,-0.283735853,0.0984261441,-0.018216355,2,12,202
0.0354725589,0,0.1586346748,-0.013370906,0.8700451766,-0.06091607,0.1037184223,3,12,202
0.0389743865,0,-0.180143523,-0.00725441,-0.10908357,-0.417731866,-0.474881597,4,12,202
0.0424092394,0,-0.096779192,-0.17544031,0.169873279,0.1213264872,0.0688456422,5,12,202
0.045214372,0,-0.157178544,0.1945754335,0.109457462,-0.371786331,-0.262529219,6,12,202
0.0472869242,0,-0.04101645,0.0905998014,0.3528844089,0.0046437741,-0.082615777,7,12,202
0.0487083247,0,-0.148834579,0.1735335424,-0.14038934,-0.406758816,-0.271734151,8,12,202
0.0496146018,0,0.2940846688,0.0871442108,0.591831356,0.3768873607,0.2422535043,9,12,202
0.0501403623,0,0.3028027913,0.0598064722,0.2816447629,0.0113010638,0.0156795569,10,12,202
0.0503984927,0,-0.288076249,-0.084218925,0.1447927395,-0.477232037,-0.605265899,11,12,202
0.050476111,0,0.1232078059,0.1203813256,-0.059049776,-0.301627849,-0.119320712,12,12,202
0.050437108,0,0.1399609884,0.1431015132,0.2439386309,-0.297743696,-0.232030473,13,12,202
0.0503267034,0,0.1978012483,-0.046096377,-0.630008564,0.1024316946,0.1445400962,14,12,202
0.0501760351,0,0.1368158972,-0.014428216,-0.022046187,-0.067184656,-0.030050517,15,12,202
0.0500060409,0,0.0833843033,0.032573012,0.0740708872,0.332716927,0.2808017938,16,12,202
0.0498304804,0,-0.104953002,-0.038298544,0.1810014151,-0.070547049,-0.247312547,17,12,202
0.0496581668,0,-0.062026806,0.1191705325,-0.663077115,-0.488056037,-0.645893602,18,12,202
0.0494945644,0,0.263794788,0.0775413883,0.3707260536,0.3406546537,0.3193258802,19,12,202
0.0493429038,0,0.0409348683,0.092960246,-0.595285656,-0.144495202,-0.22851312,20,12,202
0.0492049435,0,0.0450957409,-0.057567828,0.4233572572,0.3650872613,0.2441445199,21,12,202
0.0490814882,0,0.066595064,0.1405854925,-0.169051103,0.1447113984,-0.110695187,22,12,202
0.0489727315,0,0.1762590921,0.0214055576,0.1299474814,0.147420961,0.1305132888,23,12,202
0.0488784849,0,0.2357031207,0.056366316,-0.081301293,0.1959492018,0.0741226978,24,12,202
0.0487983261,0,0.0364200709,0.0706895734,-0.385025572,-0.093557911,-0.154880789,25,12,202
0.0487316968,0,-0.025988736,0.1547426679,-0.504997009,0.1484048335,0.2124371165,26,12,202
0.0486779638,0,0.1052145118,-0.145462668,0.0706197111,0.0254595222,0.0094297264,27,12,202
0.0486364603,0,-0.238521404,0.0009076655,0.120147201,0.18011257,-0.028520247,28,12,202
0.0486065103,0,0.1648214098,0.0208458989,-0.239543647,-0.338229397,-0.204053799,29,12,202
0.0485568129,0,0.0823464234,-0.135643295,-0.393320107,-0.203175429,-0.303698918,30,12,202
0.0476815081,0,0.080946369,0.105474073,0.5081628537,0.3097355521,0.5111867075,31,12,202
0.0475379436,0,-0.222267928,0.1096470039,-0.297308074,-0.256590023,-0.388583805,32,12,202
0.0475379436,0,-0.167293944,-0.033760486,-0.794875087,-0.416822666,-0.381315353,33,12,202
0.0475379436,0,-0.012471047,-0.021914395,0.3455457305,-0.039632357,0.0445921019,34,12,202
0.0475379436,0,0.0484692643,0.0385281661,0.253754499,0.0217117042,0.3080088815,35,12,202
0.0475379436,0,0.072412546,0.029550271,-0.062501993,-0.410874854,-0.597963448,36,12,202
0.0475379436,0,-0.020262304,0.0578780379,0.6588883678,0.2438976675,0.1066904984,37,12,202
0.0475379436,0,0.0739654352,0.0386623078,-0.542481559,-0.322447341,-0.294375433,38,12,202
0.0475379436,0,0.0608693645,0.1520930142,0.3402178751,0.2192779013,0.0254874769,39,12,202
0.0475379436,0,-0.007465942,0.006672581,-0.425490936,0.1327954684,0.1582552903,40,12,202
0.0475379436,0,-0.015514958,-0.063318921,-0.421558742,-0.352750674,-0.116602481,41,12,202
0.0475379436,0,0.0333031352,0.0961372047,0.3677403109,0.2204709214,0.1303775293,42,12,202
0.0475379436,0,0.0005610229,0.0363727825,0.5723113527,0.1528609975,0.093107308,43,12,202
0.0475379436,0,-0.186919165,-0.114788219,-0.233583965,-0.217923839,-0.361937163,44,12,202
0.0475379436,0,-0.180919057,-0.100261144,-0.27145743,-0.299834194,-0.294157247,45,12,202
0.0475379436,0,-0.027328205,0.0998109697,0.3616287408,0.1016906222,0.1627075711,46,12,202
0.0475379436,0,0.1226925492,-0.120303116,-0.311859164,0.1012420357,0.0335605279,47,12,202
0.0475379436,0,0.1722463704,-0.053410032,1.0608428126,0.0501328308,0.0601955979,48,12,202
0.0475379436,0,0.0281424037,-0.097706222,0.4862578298,0.0367355434,0.0969713137,49,12,202
0.0475379436,0,0.0273491933,-0.011763932,-0.013793538,-0.000926306,0.1006430835,50,12,202
0.0475379436,0,0.0298211123,0.0399943478,-0.474544825,0.1480316561,0.1953527776,51,12,202
0.0475379436,0,0.1654218381,0.0021922186,-0.108531151,-0.197823606,-0.086542174,52,12,202
0.0475379436,0,0.2998772294,0.1361166569,-0.161888368,0.1414309067,0.2057663115,53,12,202
0.0475379436,0,0.1554026188,-0.060819749,0.1540098398,0.1077114006,-0.166979102,54,12,202
0.0475379436,0,-0.110773233,-0.028483754,0.0305098204,0.0235138052,-0.030337671,55,12,202
0.0475379436,0,-0.058260945,-0.014982825,0.4438761765,0.1151360512,0.2790966697,56,12,202
0.0475379436,0,0.1269574749,0.1506509883,-0.468811552,0.1379976631,0.3277282777,57,12,202
0.0475379436,0,0.1466958367,0.0380915826,0.2340467867,0.3795134131,0.2254877102,58,12,202
0.0475379436,0,-0.126058674,0.1221338136,-0.378693654,-0.251467859,-0.289257937,59,12,202
0.0475379436,0,-0.098160442,-0.033563464,-0.230018235,0.0066495144,0.1201284387,60,12,202
0.0475379436,0,0.2155636764,0.1893977785,0.4331553968,0.7771073674,0.6544993423,61,12,202
0.0475379436,0,0.133638288,0.1228585822,0.5849632809,0.1233711254,0.2240833246,62,12,202
0.0475379436,0,0.1442755548,0.0370603786,-0.004556805,0.1986504261,0.2867232547,63,12,202
0.0475379436,0,-0.121488886,0.0208554116,0.0097568232,-0.130085981,-0.112080607,64,12,202
0.0475379436,0,-0.261053777,0.1459990327,0.2486118072,0.3508331971,0.4333244532,65,12,202
0.0475379436,0,0.0004015936,0.0484487562,-0.436604503,-0.341248104,-0.551839209,66,12,202
0.0475379436,0,0.1579800028,0.0613671556,-0.677952175,-0.03637518,-0.047060656,67,12,202
0.0475379436,0,-0.073797001,0.0064315558,0.2864715433,-0.051855189,-0.029062666,68,12,202
0.0475379436,0,-0.023222192,0.0511902686,-0.032305624,0.0402200611,-0.096390123,69,12,202
0.0475379436,0,-0.071432634,0.1613536922,-0.351766805,-0.323868447,-0.334736335,70,12,202
0.0475379436,0,0.2373007407,0.1046627299,0.0134322812,-0.076439934,-0.152042978,71,12,202
0.0475379436,0,0.2430038714,0.1315515469,-0.001097902,0.2063206073,0.0644917702,72,12,202
0.0475379436,0,0.1928789311,0.0937203429,-0.078486168,0.5343047152,0.4319012481,73,12,202
0.0475379436,0,0.1050724978,-0.234891965,0.1599594934,0.2721903062,0.297965965,74,12,202
0.0475379436,0,0.1461222431,0.0479545198,-0.061929742,0.2538426832,0.2979739004,75,12,202
0.0475379436,0,0.2184520144,0.0874247015,0.2430222044,0.5608831788,0.4460741423,76,12,202
0.0475379436,0,-0.110686958,0.1121536304,-0.982373861,-0.146618097,-0.306248424,77,12,202
0.0475379436,0,0.0720271154,0.0956163007,0.5173025485,0.0330797264,0.1584812676,78,12,202
0.0475379436,0,-0.014334167,0.1001157917,-0.118174112,-0.070963114,-0.031390643,79,12,202
0.0475379436,0,-0.000683723,0.1216452653,-0.833874207,0.3091515606,0.1708064307,80,12,202
0.0475379436,0,-0.042851313,-0.029624907,0.3467588452,-0.243408934,-0.248559547,81,12,202
0.0475379436,0,0.0264754325,-0.121200904,0.044298851,-0.148517759,-0.011696408,82,12,202
0.0475379436,0,-0.397544164,0.0352264348,-0.601584714,-0.642675474,-0.508392013,83,12,202
0.0475379436,0,0.0250033644,0.1280747775,0.5854907038,0.0503103505,-0.012156096,84,12,202
0.0475379436,0,0.3431733943,0.1771497465,-0.152422487,-0.040459001,-0.121526329,85,12,202
0.0475379436,0,0.0953136071,0.0259925888,0.1769006175,0.2293943056,0.0974558927,86,12,202
0.0475379436,0,-0.067138876,0.0283932702,-0.578146713,-0.261812349,-0.153554768,87,12,202
0.0475379436,0,0.2528174006,-0.077486011,0.3863720963,0.2609025342,0.3123916649,88,12,202
0.0475379436,0,-0.02704005,0.047923747,-0.272371238,-0.07281226,-0.016971075,89,12,202
0.0475379436,0,0.0047732695,0.1090881904,-0.044168555,-0.356294132,-0.344151693,90,12,202
0.0475379436,0,-0.177868635,0.0525024301,0.0348724263,-0.063947267,0.0040622333,91,12,202
0.0475379436,0,-0.090085227,0.0688161866,-0.155166294,-0.321887058,-0.035772143,92,12,202
0.0475379436,0,0.1270754783,0.0147486318,0.7446416934,0.3051041799,0.3066141516,93,12,202
0.0475379436,0,0.011675086,0.0977714696,0.4564542971,0.0727014475,0.181878515,94,12,202
0.0475379436,0,0.1167337127,0.3481823395,0.326835691,0.2591839292,0.7658412078,95,12,202
0.0475379436,0,-0.147924288,0.0056539072,-0.30482887,-0.069149856,-0.323292659,96,12,202
0.0475379436,0,0.0238554397,0.062854665,0.5590236759,-0.003108882,0.2301866771,97,12,202
0.0475379436,0,0.0741901101,0.0398091138,0.2087174325,0.4227109106,0.5597124659,98,12,202
0.0475379436,0,-0.015868261,0.0789289568,-0.356925573,-0.129839411,-0.143804594,99,12,202
0.0475379436,0,-0.128360023,0.0089269656,0.2832747069,-0.445371433,-0.042639411,100,12,202
0,0,0,0,0,0,0,0,12,203
0.002788338,0,0.0522276577,0.0478317561,0.1680300404,0.1326028482,0.0862475507,1,12,203
0.0335171629,0,0.0740586749,0.0422937893,-0.936747103,-0.118525261,-0.158498911,2,12,203
0.0354725589,0,0.1814850553,0.1777427222,-0.218020389,-0.18002082,-0.132884973,3,12,203
0.0389743865,0,-0.152022588,0.0716679277,-0.247577047,0.0812403315,-0.023782798,4,12,203
0.0424092394,0,0.341428639,0.154429473,0.7061099764,-0.039266322,0.1559613515,5,12,203
0.045214372,0,-0.179101436,0.0382251159,-0.528179477,-0.06556047,-0.397512531,6,12,203
0.0472869242,0,-0.119084084,0.1431805849,0.1994915954,0.2030373131,0.1029830165,7,12,203
0.0487083247,0,-0.186798495,-0.121730158,-0.067004182,0.0535486216,-0.122480062,8,12,203
0.0496146018,0,0.034330011,-0.001666103,0.4983807563,0.2060246185,0.1469541228,9,12,203
0.0501403623,0,-0.043662908,0.1640482126,-0.285342262,-0.412780603,-0.147781616,10,12,203
0.0503984927,0,0.042946244,0.0513484833,-0.535206372,0.0962170478,-0.048352965,11,12,203
0.050476111,0,-0.057324578,-0.078598931,0.5138904715,-0.088478109,-0.116239078,12,12,203
0.050437108,0,-0.020408395,-0.002367045,-0.359864074,-0.095733145,-0.321094956,13,12,203
0.0503267034,0,0.0248364245,0.0647011192,0.3709491905,0.343612882,0.3633594097,14,12,203
0.0501760351,0,-0.018669582,0.1586544971,0.4875591114,-0.088000739,-0.159137491,15,12,203
0.0500060409,0,0.0180976278,-0.071480306,0.3487459464,0.0163604774,0.1483594269,16,12,203
0.0498304804,0,0.0330094358,0.0572814553,-0.436411416,-0.188089673,-0.182174943,17,12,203
0.0496581668,0,0.1714820791,0.015346604,-0.075095382,-0.520143615,-0.467662986,18,12,203
0.0494945644,0,0.4333005428,0.1942634794,0.873578314,0.4358923485,0.4381518959,19,12,203
0.0493429038,0,0.183682362,-0.076244214,0.0856111513,0.4052294565,0.4042908308,20,12,203
0.0492049435,0,0.0397196831,-0.130042908,0.4065101444,0.39283421,0.4769420134,21,12,203
0.0490814882,0,-0.196133436,-0.031289392,0.1350279822,-0.157395632,0.0598550838,22,12,203
0.0489727315,0,-0.219580583,0.0392240181,-0.014524519,-0.298168184,-0.1758518,23,12,203
0.0488784849,0,-0.029590222,0.084258851,0.2620965717,-0.253945121,-0.25282087,24,12,203
0.0487983261,0,-0.000971785,0.123135475,-0.104272154,0.3089921937,0.3896243757,25,12,203
0.0487316968,0,0.3001126637,-0.142547944,-0.295565504,0.2852854826,0.0986158894,26,12,203
0.0486779638,0,0.2005848695,0.1275770296,0.022326282,0.2164104835,0.2887616909,27,12,203
0.0486364603,0,-0.019277146,-0.16197165,-0.422303626,0.1010701297,0.142425003,28,12,203
0.0486065103,0,0.0388112116,-0.130462941,0.1590419271,0.324914064,0.1325174674,29,12,203
0.0485568129,0,-0.13575651,0.0557127884,-0.336856578,-0.253307606,-0.21256943,30,12,203
0.0476815081,0,-0.021327522,-0.061580134,0.2423956574,-0.192194783,-0.076718493,31,12,203
0.0475379436,0,-0.162592694,0.1003136155,0.2726458848,-0.36156218,0.1560957848,32,12,203
0.0475379436,0,-0.375467689,0.0830395009,-0.249914088,-0.262023174,-0.372574583,33,12,203
0.0475379436,0,0.1918632974,0.1651650447,0.1587415964,0.0030207057,0.1302152458,34,12,203
0.0475379436,0,0.1037963888,-0.026952146,0.1908333653,-0.00479676,0.0861903848,35,12,203
0.0475379436,0,0.2042952867,0.029153681,0.5106824377,0.2927990247,0.237055938,36,12,203
0.0475379436,0,0.2000073138,-0.135519122,-0.670633712,0.1393007854,-0.225552845,37,12,203
0.0475379436,0,-0.109988201,0.0734639272,-0.287139947,-0.24226868,-0.247918042,38,12,203
0.0475379436,0,-0.066428931,0.1013851522,-0.316594408,-0.343074648,-0.155978188,39,12,203
0.0475379436,0,0.1510058795,0.0926079803,-0.322266514,-0.367296565,-0.249883403,40,12,203
0.0475379436,0,-0.031689906,-0.028303609,0.3333190039,-0.207602189,-0.020811653,41,12,203
0.0475379436,0,0.1695714757,0.097330503,-0.167215927,-0.240346358,0.0231739075,42,12,203
0.0475379436,0,0.4264878423,0.0518367049,0.494842607,0.4384595813,0.5261142872,43,12,203
0.0475379436,0,0.0417569439,0.1631210326,-0.300950765,0.0332054232,-0.069899188,44,12,203
0.0475379436,0,0.1840576135,0.2256861073,-0.159619468,-0.261810651,-0.242726839,45,12,203
0.0475379436,0,0.2617489613,0.3029513744,0.2271207326,0.0213100603,0.1321073621,46,12,203
0.0475379436,0,0.2282383239,0.1491946884,-0.643362834,-0.104330496,-0.052213504,47,12,203
0.0475379436,0,-0.002857324,-0.127454036,0.2823044684,0.5055480467,0.2081500831,48,12,203
0.0475379436,0,-0.116484003,0.0725086103,-0.23329546,0.0913813519,0.0135219854,49,12,203
0.0475379436,0,-0.157346551,0.0414294019,-0.205568229,-0.265631343,-0.251775871,50,12,203
0.0475379436,0,0.0012692654,0.1131030338,0.2880921939,0.1780027226,0.0153627974,51,12,203
0.0475379436,0,0.2393417717,0.1222290219,-0.119225477,-0.14711205,-0.070444072,52,12,203
0.0475379436,0,0.0339160933,0.1034806178,-0.11978109,0.0149478817,-0.078909033,53,12,203
0.0475379436,0,-0.095218299,0.0828545907,0.1618498658,0.1908493347,-0.235754605,54,12,203
0.0475379436,0,-0.006040518,-0.024772195,0.0599080139,0.1225652061,0.1427437487,55,12,203
0.0475379436,0,0.4253759791,-0.004288888,-0.003074172,-0.142003253,0.239265917,56,12,203
0.0475379436,0,0.1865091368,0.0811390055,0.8363844386,0.4257042921,0.3853682032,57,12,203
0.0475379436,0,0.372674008,0.2366505981,-0.321665427,-0.131920689,-0.173052249,58,12,203
0.0475379436,0,-0.058076286,0.1088851,0.1953193157,0.1647374145,0.1792309601,59,12,203
0.0475379436,0,0.0029685624,-0.046546814,-0.241633485,-0.117111059,-0.326606337,60,12,203
0.0475379436,0,0.2410794212,0.0887135503,0.177014047,0.1348413895,0.2533351856,61,12,203
0.0475379436,0,0.0974344955,-0.031810525,0.313584116,0.2482659609,0.5463113949,62,12,203
0.0475379436,0,0.1417663113,0.1877854277,-0.017432134,0.1264757045,0.1057828543,63,12,203
0.0475379436,0,0.2391663662,0.1790697388,0.0081167236,0.0937078894,0.3047343754,64,12,203
0.0475379436,0,0.0151817495,-0.008059267,-0.157979235,-0.05385966,0.1373084578,65,12,203
0.0475379436,0,0.0706859221,-0.10812936,0.0476013618,0.0721543414,-0.085287678,66,12,203
0.0475379436,0,0.2450041367,0.1381990428,-0.027603046,-0.1191971,0.0729927694,67,12,203
0.0475379436,0,0.0419925914,0.0480360369,0.0509218564,0.0986817125,0.2821353814,68,12,203
0.0475379436,0,-0.051814823,0.0294899282,-0.46331029,0.0435047295,0.043944012,69,12,203
0.0475379436,0,-0.100165142,0.1004873232,-0.397758739,-0.279971003,-0.258708583,70,12,203
0.0475379436,0,-0.030520017,0.0993458267,0.0586682,-0.459245973,-0.683155677,71,12,203
0.0475379436,0,-0.178716975,-0.053194965,-0.304341183,0.0448135918,0.2853456048,72,12,203
0.0475379436,0,-0.150253917,0.0910387539,0.3366863562,-0.165584072,0.0657284326,73,12,203
0.0475379436,0,0.0722732076,0.2291795644,-0.251399524,-0.004468816,-0.086312926,74,12,203
0.0475379436,0,0.0369218044,-0.025631606,-0.516712334,-0.287100562,-0.289255051,75,12,203
0.0475379436,0,0.1239100708,-0.120613292,-0.352846652,-0.010989007,0.0753089777,76,12,203
0.0475379436,0,-0.171668408,0.0104976326,-0.610052807,-0.249220063,-0.144152551,77,12,203
0.0475379436,0,-0.178829408,-0.077068606,-0.115301075,-0.298277463,-0.321167698,78,12,203
0.0475379436,0,-0.009451662,0.0325505268,-0.52486186,-0.340434475,-0.233655911,79,12,203
0.0475379436,0,-0.122469383,-0.040691037,-0.244210378,-0.253404126,-0.199947031,80,12,203
0.0475379436,0,0.125575273,0.0592778221,-0.741842899,-0.401594715,-0.494303682,81,12,203
0.0475379436,0,-0.214916444,-0.010956846,0.4354663591,-0.089268465,0.1280562844,82,12,203
0.0475379436,0,0.123370051,-0.047272795,-0.59854206,-0.255316994,-0.249350933,83,12,203
0.0475379436,0,0.2889293357,0.0596695862,-0.57254491,0.2046138993,0.2457099883,84,12,203
0.0475379436,0,0.2825946238,0.244288839,0.3909125789,0.243259098,0.2896542747,85,12,203
0.0475379436,0,0.075567394,0.1238069975,0.2441495033,0.2341838692,0.3036626165,86,12,203
0.0475379436,0,0.3736706088,0.0729688562,0.4260484736,0.5883122034,0.630880813,87,12,203
0.0475379436,0,0.0042484196,-0.013565637,-0.21449788,-0.19719296,-0.362913449,88,12,203
0.0475379436,0,-0.135009779,-0.148157324,-0.868072997,0.0193435526,-0.103619031,89,12,203
0.0475379436,0,-0.064984511,0.0511704723,-0.363867738,-0.437036334,-0.08778613,90,12,203
0.0475379436,0,-0.093783078,-0.004020345,-0.441434883,0.1123644335,-0.375911385,91,12,203
0.0475379436,0,0.0797400311,0.1896456948,0.6656971686,0.3192345606,0.4049964566,92,12,203
0.0475379436,0,-0.051328929,-0.0000876,0.2696755619,0.3119270159,0.2888346119,93,12,203
0.0475379436,0,-0.183885422,-0.07842642,-0.025797938,0.0007541471,-0.119724744,94,12,203
0.0475379436,0,0.1263273944,0.1562935952,0.4594242362,-0.023853307,0.2437283454,95,12,203
0.0475379436,0,-0.238028863,-0.109832174,0.3941269326,-0.144496383,-0.022125507,96,12,203
0.0475379436,0,0.0752928655,0.0250226429,-0.353503837,0.0180156859,0.1954316397,97,12,203
0.0475379436,0,0.0333700127,0.2409863914,0.1564035584,-0.015958471,-0.077170943,98,12,203
0.0475379436,0,0.0323216913,0.0990157994,-0.063228845,0.0885253967,-0.120805642,99,12,203
0.0475379436,0,-0.202383687,-0.141525704,-0.367514089,-0.121904711,0.0201588434,100,12,203
0,0,0,0,0,0,0,0,12,204
0.002788338,0,-0.048762391,-0.043195597,-0.172921321,-0.132598892,-0.086691029,1,12,204
0.0335171629,0,-0.032361262,0.0134543354,0.8781659462,0.1186869479,0.1532913802,2,12,204
0.0354725589,0,-0.13587685,-0.118083806,0.1633500247,0.1840932986,0.1315882333,3,12,204
0.0389743865,0,0.2046344484,-0.005005356,0.1999103378,-0.070164198,0.0294897143,4,12,204
0.0424092394,0,-0.281947073,-0.080897195,-0.74690698,0.057212162,-0.14338473,5,12,204
0.045214372,0,0.2441932674,0.040917427,0.4929927392,0.0891165748,0.415699418,6,12,204
0.0472869242,0,0.1883210199,-0.059892938,-0.230533229,-0.175336104,-0.080651025,7,12,204
0.0487083247,0,0.2588782313,0.2078606062,0.0388053496,-0.023004611,0.1476548546,8,12,204
0.0496146018,0,0.0395622797,0.089609105,-0.524767035,-0.173668054,-0.119966776,9,12,204
0.0501403623,0,0.1186067197,-0.075053689,0.2600075042,0.4461886887,0.1758204835,10,12,204
0.0503984927,0,0.0325138285,0.038162301,0.5103878753,-0.062292701,0.0769080939,11,12,204
0.050476111,0,0.1329398875,0.168264952,-0.538553732,0.1225576923,0.1449494432,12,12,204
0.050437108,0,0.0959456983,0.0919550597,0.3351228078,0.1297347217,0.3497273153,13,12,204
0.0503267034,0,0.0504800694,0.0246660865,-0.395911266,-0.309832114,-0.33494786,14,12,204
0.0501760351,0,0.0936847392,-0.069588628,-0.512822523,0.1214801702,0.1872477045,15,12,204
0.0500060409,0,0.0565775411,0.1602061869,-0.374349347,0.0167789654,-0.120589202,16,12,204
0.0498304804,0,0.041314612,0.0310933044,0.4104568951,0.2208779949,0.2095940468,17,12,204
0.0496581668,0,-0.097502658,0.0726835285,0.0487962332,0.5525873095,0.4947374626,18,12,204
0.0494945644,0,-0.359648327,-0.106560552,-0.900204667,-0.403775859,-0.411404624,19,12,204
0.0493429038,0,-0.110333467,0.1636438204,-0.112540826,-0.373416288,-0.37784688,20,12,204
0.0492049435,0,0.033353291,0.2171665935,-0.43371574,-0.361296962,-0.450773983,21,12,204
0.0490814882,0,0.2689594997,0.1181661671,-0.162480488,0.1886859694,-0.033933964,22,12,204
0.0489727315,0,0.292189133,0.0474352438,-0.0131455,0.3292410085,0.2015554062,23,12,204
0.0488784849,0,0.102010279,0.0022119177,-0.289955084,0.2848294516,0.2783359829,24,12,204
0.0487983261,0,0.0732315241,-0.036825024,0.0762533244,-0.278268181,-0.36426958,25,12,204
0.0487316968,0,-0.227986183,0.2287251363,0.2674134155,-0.254694728,-0.073394353,26,12,204
0.0486779638,0,-0.128565855,-0.041507303,-0.050585837,-0.185927195,-0.26364762,27,12,204
0.0486364603,0,0.0912131534,0.2479583699,0.3939610644,-0.070669848,-0.117393939,28,12,204
0.0486065103,0,0.033064896,0.2163897601,-0.187444389,-0.294573682,-0.107546304,29,12,204
0.0485568129,0,0.207533223,0.0301146363,0.3083547215,0.2835485932,0.237441199,30,12,204
0.0476815081,0,0.0913536256,0.1456569489,-0.272648123,0.2206851599,0.0998396521,31,12,204
0.0475379436,0,0.2323316681,-0.016523929,-0.30318548,0.389765428,-0.133261755,32,12,204
0.0475379436,0,0.445206663,0.0007501852,0.2193744928,0.2902264222,0.3954086132,33,12,204
0.0475379436,0,-0.122124323,-0.081375359,-0.189281191,0.0251825424,-0.107381216,34,12,204
0.0475379436,0,-0.034057415,0.1107418317,-0.22137296,0.0330000083,-0.063356355,35,12,204
0.0475379436,0,-0.134556312,0.0546360051,-0.541222033,-0.264595777,-0.214221908,36,12,204
0.0475379436,0,-0.130268339,0.2193088079,0.6400941174,-0.111097537,0.2483868756,37,12,204
0.0475379436,0,0.1797271757,0.0103257589,0.2566003517,0.2704719282,0.2707520725,38,12,204
0.0475379436,0,0.1361679053,-0.017595466,0.2860548133,0.3712778965,0.1788122185,39,12,204
0.0475379436,0,-0.081266905,-0.008818294,0.2917269189,0.3954998132,0.2727174336,40,12,204
0.0475379436,0,0.10142888,0.1120932953,-0.363858599,0.2358054369,0.0436456832,41,12,204
0.0475379436,0,-0.099832501,-0.013540817,0.1366763323,0.2685496061,-0.000339877,42,12,204
0.0475379436,0,-0.356748868,0.0319529812,-0.525382202,-0.410256333,-0.503280257,43,12,204
0.0475379436,0,0.0279820304,-0.079331346,0.2704111704,-0.005002175,0.0927332185,44,12,204
0.0475379436,0,-0.114318639,-0.141896421,0.1290798731,0.2900138997,0.2655608688,45,12,204
0.0475379436,0,-0.192009987,-0.219161688,-0.257660328,0.0068931878,-0.109273332,46,12,204
0.0475379436,0,-0.15849935,-0.065405002,0.6128232392,0.1325337445,0.0750475338,47,12,204
0.0475379436,0,0.0725962986,0.2112437216,-0.312844063,-0.477344798,-0.185316053,48,12,204
0.0475379436,0,0.1862229777,0.0112810758,0.2027558647,-0.063178104,0.0093120448,49,12,204
0.0475379436,0,0.2270855251,0.0423602842,0.1750286346,0.2938345914,0.2746099012,50,12,204
0.0475379436,0,0.0684697089,-0.029313348,-0.318631789,-0.149799474,0.0074712328,51,12,204
0.0475379436,0,-0.169602797,-0.038439336,0.088685882,0.175315298,0.0932781026,52,12,204
0.0475379436,0,0.035822881,-0.019690932,0.0892414952,0.0132553665,0.1017430636,53,12,204
0.0475379436,0,0.1649572729,0.0009350954,-0.192389461,-0.162646087,0.2585886351,54,12,204
0.0475379436,0,0.0757794925,0.1085618808,-0.090447609,-0.094361958,-0.119909719,55,12,204
0.0475379436,0,-0.355637005,0.0880785746,-0.027465423,0.1702065011,-0.216431887,56,12,204
0.0475379436,0,-0.116770163,0.0026506806,-0.866924034,-0.397501044,-0.362534173,57,12,204
0.0475379436,0,-0.302935034,-0.152860912,0.2911258321,0.1601239369,0.1958862794,58,12,204
0.0475379436,0,0.1278152605,-0.025095414,-0.225858911,-0.136534166,-0.15639693,59,12,204
0.0475379436,0,0.0667704119,0.1303365004,0.2110938896,0.1453143076,0.3494403669,60,12,204
0.0475379436,0,-0.171340447,-0.004923864,-0.207553642,-0.106638141,-0.230501155,61,12,204
0.0475379436,0,-0.027695521,0.1156002106,-0.344123711,-0.220062713,-0.523477365,62,12,204
0.0475379436,0,-0.072027337,-0.103995742,-0.01310746,-0.098272456,-0.082948824,63,12,204
