forward_rate,AJUST_FORWARD_RATE_VM_0,rendDEX_an,rendMM_an,rendTSX_an,rendSP500_an,rendEAFE_an,an_eval_int,mois_eval,scn_eval_int
0.0475379436,0,-0.009528589,-0.003192321,0.0915648659,0.3139676192,0.0073160528,59,12,1
0.0475379436,0,-0.061239264,-0.124388512,0.6638234647,0.4370633471,0.3015466372,60,12,1
0.0475379436,0,0.1805904799,0.0116808994,-0.126142487,-0.326147826,-0.466913118,61,12,1
0.0475379436,0,0.0819169969,0.1058122005,0.5423375633,0.3812142991,0.3739140613,62,12,1
0.0475379436,0,0.1401471671,0.3133318494,-0.002707613,-0.15365371,-0.338001539,63,12,1
0.0475379436,0,-0.058913952,0.0830775267,-0.193526646,-0.320192839,-0.282585019,64,12,1
0.0475379436,0,0.2146698834,-0.073355053,-0.284249363,0.1018323178,-0.115620297,65,12,1
0.0475379436,0,0.0602745815,-0.007879382,0.0530767682,0.1652732076,0.278034159,66,12,1
0.0475379436,0,-0.094733602,0.0396661227,0.5058641326,0.0312659473,0.1296659273,67,12,1
0.0475379436,0,0.2149632229,0.110064238,-0.022699886,-0.208996652,-0.054070428,68,12,1
0.0475379436,0,0.0273647991,-0.061162211,-0.181796897,0.2596486805,-0.075183669,69,12,1
0.0475379436,0,-0.043908153,-0.068563,-0.011837216,0.088202464,0.161330716,70,12,1
0.0475379436,0,0.1705563,-0.170115518,0.3623998143,0.307463243,0.0322109134,71,12,1
0.0475379436,0,0.4632098618,0.1656933423,0.003203541,0.2195738332,0.0280825692,72,12,1
0.0475379436,0,0.1128848254,0.1789930737,0.0770258591,0.2373863203,-0.056030195,73,12,1
0.0475379436,0,0.0700325416,0.0783160689,-0.484877969,-0.044895129,0.1846925693,74,12,1
0.0475379436,0,-0.057553455,-0.078297076,-0.223496372,-0.008779795,-0.396243352,75,12,1
0.0475379436,0,0.2879143788,0.0333528664,0.6837529955,0.3199601059,0.3545433805,76,12,1
0.0475379436,0,0.1519081555,0.0685620965,-0.237236931,-0.195557777,0.0568021239,77,12,1
0.0475379436,0,0.2235688431,0.027905577,0.1280138499,0.2813038202,0.3743516538,78,12,1
0.0475379436,0,-0.130762832,0.1481023157,-0.553533905,-0.102516712,-0.319998706,79,12,1
0.0475379436,0,0.268058807,-0.008761911,-0.205159135,-0.131951927,0.254522937,80,12,1
0.0475379436,0,0.0211658604,0.0511076179,-0.317205607,0.0015152255,0.0323720915,81,12,1
0.0475379436,0,0.0923770223,0.0030924839,0.4455824729,0.018940534,0.1421809909,82,12,1
0.0475379436,0,0.1853887749,-0.074495862,0.4108770696,0.177392256,-0.125699668,83,12,1
0.0475379436,0,0.0477579668,0.0197652947,-0.059881342,0.5439897821,0.4042300552,84,12,1
0.0475379436,0,0.092671638,0.2052500169,-0.364609874,-0.227304156,-0.334547178,85,12,1
0.0475379436,0,0.2941343198,0.1006781388,0.4986608582,0.006325485,0.0348518867,86,12,1
0.0475379436,0,-0.066187163,-0.021239992,-0.225301059,0.2207935349,0.3490532874,87,12,1
0.0475379436,0,-0.042695055,0.0584047517,-0.014715048,0.22195055,-0.027816333,88,12,1
0.0475379436,0,0.0277540669,-0.019689669,-0.16865854,0.1087564887,0.0463569319,89,12,1
0.0475379436,0,-0.06644511,0.0113878521,-0.463891591,0.2792125342,0.0902232201,90,12,1
0.0475379436,0,0.2134952758,0.0067747702,0.508741589,0.0287576307,0.1208123099,91,12,1
0.0475379436,0,0.2010581208,0.1262133787,0.0915536396,-0.175927864,0.2933681034,92,12,1
0.0475379436,0,0.1246138627,0.1390492977,-0.027573689,-0.051853684,0.1476724691,93,12,1
0.0475379436,0,-0.078399836,0.019647246,-0.386910879,0.2645758571,0.3968564338,94,12,1
0.0475379436,0,0.185855652,0.0960692893,0.2580984894,-0.018300005,0.1067172177,95,12,1
0.0475379436,0,-0.300805656,-0.138763873,-0.409167426,-0.646552101,-0.266516638,96,12,1
0.0475379436,0,0.0869949003,0.0700629473,-0.507733731,0.3161754729,0.1212994686,97,12,1
0.0475379436,0,-0.043403137,-0.104359654,-0.07732697,0.0162830931,-0.16980511,98,12,1
0.0475379436,0,-0.090672562,-0.01524809,0.2197469067,0.0411763842,-0.200476228,99,12,1
0.0475379436,0,-0.183013237,-0.033039771,0.03281581,-0.588075391,-0.531573113,100,12,1
