AN_EVAL;MOIS_EVAL;PRIMES_GARANTIES;PREST_DECES;PREST_ECH;PREST_MRV;FRAIS_ACQUIS;COMM_VENTE;PRIMES_VARIABLES;FRAIS_FIXES;HON_GEST;COMM_MAINTIEN;VALEUR_MARCHANDE;PASSIF_REDRESSE;COUSSIN_CREDIT;COUSSIN_MARCHE;COUSSIN_DEPENSE;COUSSIN_DECHEANCE;COUSSIN_MORTALITE;COUSSIN_DEPOT
76;6;0.0;-4.5469180247852663e-07;0.0;0.0;0.0;0.0;5.149026665531783e-05;-0.0008806337647633292;-3.255002100663458e-06;-1.951828217888589e-05;0.07396787819802662;-7.609075630231e-05;-4.845388822561618e-06;-0.0013978153750350282;-6.481805166493073e-05;-0.00012759523899412263;-2.0189120094006746e-05;0.0
76;7;0.0;-4.635963492937304e-07;0.0;0.0;0.0;0.0;5.112012559885998e-05;-0.0008700842348857287;-3.2316033110557584e-06;-1.9377973766146504e-05;0.07343612693943584;-7.554374378259765e-05;-4.787324419711972e-06;-0.0013877665524506823;-6.435207803702761e-05;-0.00012606620971908195;-1.994718508213322e-05;0.0
76;8;0.0;-4.577406784311355e-07;0.0;0.0;0.0;0.0;5.062206595958339e-05;-0.00085966140815948;-3.2001180367037457e-06;-1.9189175587135508e-05;0.07272065987226665;-7.480774281060071e-05;-4.729958232844856e-06;-0.0013742459420021463;-6.372511424606727e-05;-0.0001245555667982479;-1.9708159303520237e-05;0.0
76;9;0.0;-4.457986736519289e-07;0.0;0.0;0.0;0.0;5.0204793240619324e-05;-0.0008493648043491521;-3.173739777956909e-06;-1.9031001097016596e-05;0.07212125746455589;-7.419113755378865e-05;-4.6732835812481005e-06;-0.0013629186750621913;-6.319985791619032e-05;-0.0001230631343062;-1.947201492186709e-05;0.0
76;10;0.0;-4.408135836868326e-07;0.0;0.0;0.0;0.0;4.970034179656218e-05;-0.000839191585301794;-3.1418504400927185e-06;-1.8839779993102642e-05;0.07139659454060014;-7.344567680391537e-05;-4.61728911334942e-06;-0.001349224284990445;-6.25648357959279e-05;-0.0001215886133182014;-1.923870463895592e-05;0.0
76;11;0.0;-4.5695898531621175e-07;0.0;0.0;0.0;0.0;4.974849135629848e-05;-0.0008291404480602383;-3.1448942564927547e-06;-1.8858031922151942e-05;0.07146575188544509;-7.351681896455736e-05;-4.561966438867155e-06;-0.001350531192830387;-6.262543837721553e-05;-0.00012013178289016844;-1.9008193495279815e-05;0.0
76;12;0.0;-4.328004812319368e-07;0.0;0.0;0.0;0.0;4.896981120816691e-05;-0.0008192110783217899;-3.0956693120021734e-06;-1.856285965279724e-05;0.0703402058034027;-7.235896970996036e-05;-4.5068259534924245e-06;-0.0013292610731903828;-6.163912234552179e-05;-0.00011867975010863388;-1.8778441472885103e-05;0.0
77;1;0.0;-4.3057627595491384e-07;0.0;0.0;0.0;0.0;4.845332124615521e-05;-0.0014807121183485383;-3.063018948729176e-06;-1.8367075139025158e-05;0.06959832474963427;-7.159579666994878e-05;-4.452366812614286e-06;-0.0013152413017886886;-6.098901197810452e-05;-0.0001172456593988429;-1.8551528385892863e-05;0.0
77;2;0.0;-4.267443627784681e-07;0.0;0.0;0.0;0.0;4.7948889976462517e-05;-0.001462825727413572;-3.0311308862050236e-06;-1.8175861682555347e-05;0.06887373126790058;-7.085040735528933e-05;-4.398561978234613e-06;-0.0013015482240082779;-6.035405071006128e-05;-0.00011582879876017817;-1.832734157597756e-05;0.0
77;3;0.0;-4.133836657207077e-07;0.0;0.0;0.0;0.0;4.749216491616338e-05;-0.0014451549609429911;-3.0022586133024362e-06;-1.8002732095467326e-05;0.06821789526059609;-7.017574885457519e-05;-4.34546515368013e-06;-0.0012891544974766406;-5.9779341616860354e-05;-0.00011443058238024342;-1.810610480700054e-05;0.0
77;4;0.0;-4.138957037807731e-07;0.0;0.0;0.0;0.0;4.723136690878643e-05;-0.0014277281369433682;-2.98577203987792e-06;-1.790387206947931e-05;0.06784327142133774;-6.979037331113014e-05;-4.293016483395077e-06;-0.0012820750060118721;-5.945105874651827e-05;-0.00011304943406273706;-1.788756868081282e-05;0.0
77;5;0.0;-4.146753646706876e-07;0.0;0.0;0.0;0.0;4.663633343031724e-05;-0.0014105179125518002;-2.9481564797304513e-06;-1.767831426811092e-05;0.06698873857608906;-6.891131537322282e-05;-4.2412463663490775e-06;-0.0012659263861155006;-5.870223161422684e-05;-0.00011168615431385906;-1.7671859859787824e-05;0.0
77;6;0.0;-5.970050703621914e-07;0.0;0.0;0.0;0.0;4.599391755116061e-05;-0.001393536041472771;-2.907545599811102e-06;-1.743479534268929e-05;0.0659954566715482;-6.788952627802165e-05;-4.185599139372517e-06;-0.0012471557419962492;-5.783181868127769e-05;-0.00011022077733680962;-1.7439996414052156e-05;0.0
77;7;0.0;-5.367584828018909e-07;0.0;0.0;0.0;0.0;4.497004130172477e-05;-0.0013752761335452815;-2.8428203699915963e-06;-1.704667722152038e-05;0.06452618697242117;-6.637808853852965e-05;-4.130636118680252e-06;-0.001219390070930026;-5.6544297643932666e-05;-0.00010877341779191331;-1.7210983827834385e-05;0.0
77;8;0.0;-5.318341184723572e-07;0.0;0.0;0.0;0.0;4.438511925720852e-05;-0.0013572315897998777;-2.805844012957561e-06;-1.682495233526288e-05;0.06368683092328878;-6.551464297078716e-05;-4.076377864852499e-06;-0.001203528256055942;-5.580876993807796e-05;-0.00010734461710778247;-1.6984907770218744e-05;0.0
77;9;0.0;-5.475332470374472e-07;0.0;0.0;0.0;0.0;4.389440039549117e-05;-0.0013394123395652343;-2.7748227922593333e-06;-1.6638936805811123e-05;0.06298303018102776;-6.479064314722326e-05;-4.022902737148233e-06;-0.0011902281111489902;-5.519202934763463e-05;-0.0001059364387449035;-1.676209473811764e-05;0.0
